"","d","theta","rho","offsets","logsdcounty","logsdyears","gridlikelihood"
"6518",10,1.5,0.75,0.01,0,0.5,1377.43091659642
"6519",35,1.5,0.75,0.01,0,0.5,1377.43091659655
"6520",60,1.5,0.75,0.01,0,0.5,1377.43091659655
"6521",85,1.5,0.75,0.01,0,0.5,1377.43091659655
"6522",110,1.5,0.75,0.01,0,0.5,1377.43091659655
"6523",135,1.5,0.75,0.01,0,0.5,1377.43091659655
"6524",160,1.5,0.75,0.01,0,0.5,1377.43091659655
"6525",10,1.75,0.75,0.01,0,0.5,1377.43091659654
"6526",35,1.75,0.75,0.01,0,0.5,1377.43091659655
"6527",60,1.75,0.75,0.01,0,0.5,1377.43091659655
"6528",85,1.75,0.75,0.01,0,0.5,1377.43091659655
"6529",110,1.75,0.75,0.01,0,0.5,1377.43091659655
"6530",135,1.75,0.75,0.01,0,0.5,1377.43091659655
"6531",160,1.75,0.75,0.01,0,0.5,1377.43091659655
"6532",10,2,0.75,0.01,0,0.5,1377.43091659655
"6533",35,2,0.75,0.01,0,0.5,1377.43091659655
"6534",60,2,0.75,0.01,0,0.5,1377.43091659655
"6535",85,2,0.75,0.01,0,0.5,1377.43091659655
"6536",110,2,0.75,0.01,0,0.5,1377.43091659655
"6537",135,2,0.75,0.01,0,0.5,1377.43091659655
"6538",160,2,0.75,0.01,0,0.5,1377.43091659655
"6539",10,2.25,0.75,0.01,0,0.5,1377.43091659655
"6540",35,2.25,0.75,0.01,0,0.5,1377.43091659655
"6541",60,2.25,0.75,0.01,0,0.5,1377.43091659655
"6542",85,2.25,0.75,0.01,0,0.5,1377.43091659655
"6543",110,2.25,0.75,0.01,0,0.5,1377.43091659655
"6544",135,2.25,0.75,0.01,0,0.5,1377.43091659655
"6545",160,2.25,0.75,0.01,0,0.5,1377.43091659655
"6546",10,2.5,0.75,0.01,0,0.5,1377.43091659655
"6547",35,2.5,0.75,0.01,0,0.5,1377.43091659655
"6548",60,2.5,0.75,0.01,0,0.5,1377.43091659655
"6549",85,2.5,0.75,0.01,0,0.5,1377.43091659655
"6550",110,2.5,0.75,0.01,0,0.5,1377.43091659655
"6551",135,2.5,0.75,0.01,0,0.5,1377.43091659655
"6552",160,2.5,0.75,0.01,0,0.5,1377.43091659655
"6553",10,0.5,1,0.01,0,0.5,1377.49072322978
"6554",35,0.5,1,0.01,0,0.5,1377.49123040204
"6555",60,0.5,1,0.01,0,0.5,1377.49123040392
"6556",85,0.5,1,0.01,0,0.5,1377.49123040392
"6557",110,0.5,1,0.01,0,0.5,1377.49123040392
"6558",135,0.5,1,0.01,0,0.5,1377.49123040392
"6559",160,0.5,1,0.01,0,0.5,1377.49123040392
"6560",10,0.75,1,0.01,0,0.5,1377.49121846583
"6561",35,0.75,1,0.01,0,0.5,1377.49123040392
"6562",60,0.75,1,0.01,0,0.5,1377.49123040392
"6563",85,0.75,1,0.01,0,0.5,1377.49123040392
"6564",110,0.75,1,0.01,0,0.5,1377.49123040392
"6565",135,0.75,1,0.01,0,0.5,1377.49123040392
"6566",160,0.75,1,0.01,0,0.5,1377.49123040392
"6567",10,1,1,0.01,0,0.5,1377.4912301496
"6568",35,1,1,0.01,0,0.5,1377.49123040392
"6569",60,1,1,0.01,0,0.5,1377.49123040392
"6570",85,1,1,0.01,0,0.5,1377.49123040392
"6571",110,1,1,0.01,0,0.5,1377.49123040392
"6572",135,1,1,0.01,0,0.5,1377.49123040392
"6573",160,1,1,0.01,0,0.5,1377.49123040392
"6574",10,1.25,1,0.01,0,0.5,1377.49123039877
"6575",35,1.25,1,0.01,0,0.5,1377.49123040392
"6576",60,1.25,1,0.01,0,0.5,1377.49123040392
"6577",85,1.25,1,0.01,0,0.5,1377.49123040392
"6578",110,1.25,1,0.01,0,0.5,1377.49123040392
"6579",135,1.25,1,0.01,0,0.5,1377.49123040392
"6580",160,1.25,1,0.01,0,0.5,1377.49123040392
"6581",10,1.5,1,0.01,0,0.5,1377.49123040382
"6582",35,1.5,1,0.01,0,0.5,1377.49123040392
"6583",60,1.5,1,0.01,0,0.5,1377.49123040392
"6584",85,1.5,1,0.01,0,0.5,1377.49123040392
"6585",110,1.5,1,0.01,0,0.5,1377.49123040392
"6586",135,1.5,1,0.01,0,0.5,1377.49123040392
"6587",160,1.5,1,0.01,0,0.5,1377.49123040392
"6588",10,1.75,1,0.01,0,0.5,1377.49123040391
"6589",35,1.75,1,0.01,0,0.5,1377.49123040392
"6590",60,1.75,1,0.01,0,0.5,1377.49123040392
"6591",85,1.75,1,0.01,0,0.5,1377.49123040392
"6592",110,1.75,1,0.01,0,0.5,1377.49123040392
"6593",135,1.75,1,0.01,0,0.5,1377.49123040392
"6594",160,1.75,1,0.01,0,0.5,1377.49123040392
"6595",10,2,1,0.01,0,0.5,1377.49123040392
"6596",35,2,1,0.01,0,0.5,1377.49123040392
"6597",60,2,1,0.01,0,0.5,1377.49123040392
"6598",85,2,1,0.01,0,0.5,1377.49123040392
"6599",110,2,1,0.01,0,0.5,1377.49123040392
"6600",135,2,1,0.01,0,0.5,1377.49123040392
"6601",160,2,1,0.01,0,0.5,1377.49123040392
"6602",10,2.25,1,0.01,0,0.5,1377.49123040392
"6603",35,2.25,1,0.01,0,0.5,1377.49123040392
"6604",60,2.25,1,0.01,0,0.5,1377.49123040392
"6605",85,2.25,1,0.01,0,0.5,1377.49123040392
"6606",110,2.25,1,0.01,0,0.5,1377.49123040392
"6607",135,2.25,1,0.01,0,0.5,1377.49123040392
"6608",160,2.25,1,0.01,0,0.5,1377.49123040392
"6609",10,2.5,1,0.01,0,0.5,1377.49123040392
"6610",35,2.5,1,0.01,0,0.5,1377.49123040392
"6611",60,2.5,1,0.01,0,0.5,1377.49123040392
"6612",85,2.5,1,0.01,0,0.5,1377.49123040392
"6613",110,2.5,1,0.01,0,0.5,1377.49123040392
"6614",135,2.5,1,0.01,0,0.5,1377.49123040392
"6615",160,2.5,1,0.01,0,0.5,1377.49123040392
"6616",10,0.5,0,1.01,0,0.5,1394.46812071738
"6617",35,0.5,0,1.01,0,0.5,1394.46848020031
"6618",60,0.5,0,1.01,0,0.5,1394.46848020162
"6619",85,0.5,0,1.01,0,0.5,1394.46848020162
"6620",110,0.5,0,1.01,0,0.5,1394.46848020162
"6621",135,0.5,0,1.01,0,0.5,1394.46848020162
"6622",160,0.5,0,1.01,0,0.5,1394.46848020162
"6623",10,0.75,0,1.01,0,0.5,1394.4684717473
"6624",35,0.75,0,1.01,0,0.5,1394.46848020162
"6625",60,0.75,0,1.01,0,0.5,1394.46848020162
"6626",85,0.75,0,1.01,0,0.5,1394.46848020162
"6627",110,0.75,0,1.01,0,0.5,1394.46848020162
"6628",135,0.75,0,1.01,0,0.5,1394.46848020162
"6629",160,0.75,0,1.01,0,0.5,1394.46848020162
"6630",10,1,0,1.01,0,0.5,1394.46848002168
"6631",35,1,0,1.01,0,0.5,1394.46848020162
"6632",60,1,0,1.01,0,0.5,1394.46848020162
"6633",85,1,0,1.01,0,0.5,1394.46848020162
"6634",110,1,0,1.01,0,0.5,1394.46848020162
"6635",135,1,0,1.01,0,0.5,1394.46848020162
"6636",160,1,0,1.01,0,0.5,1394.46848020162
"6637",10,1.25,0,1.01,0,0.5,1394.468480198
"6638",35,1.25,0,1.01,0,0.5,1394.46848020162
"6639",60,1.25,0,1.01,0,0.5,1394.46848020162
"6640",85,1.25,0,1.01,0,0.5,1394.46848020162
"6641",110,1.25,0,1.01,0,0.5,1394.46848020162
"6642",135,1.25,0,1.01,0,0.5,1394.46848020162
"6643",160,1.25,0,1.01,0,0.5,1394.46848020162
"6644",10,1.5,0,1.01,0,0.5,1394.46848020156
"6645",35,1.5,0,1.01,0,0.5,1394.46848020162
"6646",60,1.5,0,1.01,0,0.5,1394.46848020162
"6647",85,1.5,0,1.01,0,0.5,1394.46848020162
"6648",110,1.5,0,1.01,0,0.5,1394.46848020162
"6649",135,1.5,0,1.01,0,0.5,1394.46848020162
"6650",160,1.5,0,1.01,0,0.5,1394.46848020162
"6651",10,1.75,0,1.01,0,0.5,1394.46848020162
"6652",35,1.75,0,1.01,0,0.5,1394.46848020162
"6653",60,1.75,0,1.01,0,0.5,1394.46848020162
"6654",85,1.75,0,1.01,0,0.5,1394.46848020162
"6655",110,1.75,0,1.01,0,0.5,1394.46848020162
"6656",135,1.75,0,1.01,0,0.5,1394.46848020162
"6657",160,1.75,0,1.01,0,0.5,1394.46848020162
"6658",10,2,0,1.01,0,0.5,1394.46848020162
"6659",35,2,0,1.01,0,0.5,1394.46848020162
"6660",60,2,0,1.01,0,0.5,1394.46848020162
"6661",85,2,0,1.01,0,0.5,1394.46848020162
"6662",110,2,0,1.01,0,0.5,1394.46848020162
"6663",135,2,0,1.01,0,0.5,1394.46848020162
"6664",160,2,0,1.01,0,0.5,1394.46848020162
"6665",10,2.25,0,1.01,0,0.5,1394.46848020162
"6666",35,2.25,0,1.01,0,0.5,1394.46848020162
"6667",60,2.25,0,1.01,0,0.5,1394.46848020162
"6668",85,2.25,0,1.01,0,0.5,1394.46848020162
"6669",110,2.25,0,1.01,0,0.5,1394.46848020162
"6670",135,2.25,0,1.01,0,0.5,1394.46848020162
"6671",160,2.25,0,1.01,0,0.5,1394.46848020162
"6672",10,2.5,0,1.01,0,0.5,1394.46848020162
"6673",35,2.5,0,1.01,0,0.5,1394.46848020162
"6674",60,2.5,0,1.01,0,0.5,1394.46848020162
"6675",85,2.5,0,1.01,0,0.5,1394.46848020162
"6676",110,2.5,0,1.01,0,0.5,1394.46848020162
"6677",135,2.5,0,1.01,0,0.5,1394.46848020162
"6678",160,2.5,0,1.01,0,0.5,1394.46848020162
"6679",10,0.5,0.25,1.01,0,0.5,1394.3978734635
"6680",35,0.5,0.25,1.01,0,0.5,1394.39819031745
"6681",60,0.5,0.25,1.01,0,0.5,1394.39819031864
"6682",85,0.5,0.25,1.01,0,0.5,1394.39819031864
"6683",110,0.5,0.25,1.01,0,0.5,1394.39819031864
"6684",135,0.5,0.25,1.01,0,0.5,1394.39819031864
"6685",160,0.5,0.25,1.01,0,0.5,1394.39819031864
"6686",10,0.75,0.25,1.01,0,0.5,1394.39818286695
"6687",35,0.75,0.25,1.01,0,0.5,1394.39819031864
"6688",60,0.75,0.25,1.01,0,0.5,1394.39819031864
"6689",85,0.75,0.25,1.01,0,0.5,1394.39819031864
"6690",110,0.75,0.25,1.01,0,0.5,1394.39819031864
"6691",135,0.75,0.25,1.01,0,0.5,1394.39819031864
"6692",160,0.75,0.25,1.01,0,0.5,1394.39819031864
"6693",10,1,0.25,1.01,0,0.5,1394.39819016001
"6694",35,1,0.25,1.01,0,0.5,1394.39819031864
"6695",60,1,0.25,1.01,0,0.5,1394.39819031864
"6696",85,1,0.25,1.01,0,0.5,1394.39819031864
"6697",110,1,0.25,1.01,0,0.5,1394.39819031864
"6698",135,1,0.25,1.01,0,0.5,1394.39819031864
"6699",160,1,0.25,1.01,0,0.5,1394.39819031864
"6700",10,1.25,0.25,1.01,0,0.5,1394.39819031541
"6701",35,1.25,0.25,1.01,0,0.5,1394.39819031864
"6702",60,1.25,0.25,1.01,0,0.5,1394.39819031864
"6703",85,1.25,0.25,1.01,0,0.5,1394.39819031864
"6704",110,1.25,0.25,1.01,0,0.5,1394.39819031864
"6705",135,1.25,0.25,1.01,0,0.5,1394.39819031864
"6706",160,1.25,0.25,1.01,0,0.5,1394.39819031864
"6707",10,1.5,0.25,1.01,0,0.5,1394.39819031859
"6708",35,1.5,0.25,1.01,0,0.5,1394.39819031864
"6709",60,1.5,0.25,1.01,0,0.5,1394.39819031864
"6710",85,1.5,0.25,1.01,0,0.5,1394.39819031864
"6711",110,1.5,0.25,1.01,0,0.5,1394.39819031864
"6712",135,1.5,0.25,1.01,0,0.5,1394.39819031864
"6713",160,1.5,0.25,1.01,0,0.5,1394.39819031864
"6714",10,1.75,0.25,1.01,0,0.5,1394.39819031864
"6715",35,1.75,0.25,1.01,0,0.5,1394.39819031864
"6716",60,1.75,0.25,1.01,0,0.5,1394.39819031864
"6717",85,1.75,0.25,1.01,0,0.5,1394.39819031864
"6718",110,1.75,0.25,1.01,0,0.5,1394.39819031864
"6719",135,1.75,0.25,1.01,0,0.5,1394.39819031864
"6720",160,1.75,0.25,1.01,0,0.5,1394.39819031864
"6721",10,2,0.25,1.01,0,0.5,1394.39819031864
"6722",35,2,0.25,1.01,0,0.5,1394.39819031864
"6723",60,2,0.25,1.01,0,0.5,1394.39819031864
"6724",85,2,0.25,1.01,0,0.5,1394.39819031864
"6725",110,2,0.25,1.01,0,0.5,1394.39819031864
"6726",135,2,0.25,1.01,0,0.5,1394.39819031864
"6727",160,2,0.25,1.01,0,0.5,1394.39819031864
"6728",10,2.25,0.25,1.01,0,0.5,1394.39819031864
"6729",35,2.25,0.25,1.01,0,0.5,1394.39819031864
"6730",60,2.25,0.25,1.01,0,0.5,1394.39819031864
"6731",85,2.25,0.25,1.01,0,0.5,1394.39819031864
"6732",110,2.25,0.25,1.01,0,0.5,1394.39819031864
"6733",135,2.25,0.25,1.01,0,0.5,1394.39819031864
"6734",160,2.25,0.25,1.01,0,0.5,1394.39819031864
"6735",10,2.5,0.25,1.01,0,0.5,1394.39819031864
"6736",35,2.5,0.25,1.01,0,0.5,1394.39819031864
"6737",60,2.5,0.25,1.01,0,0.5,1394.39819031864
"6738",85,2.5,0.25,1.01,0,0.5,1394.39819031864
"6739",110,2.5,0.25,1.01,0,0.5,1394.39819031864
"6740",135,2.5,0.25,1.01,0,0.5,1394.39819031864
"6741",160,2.5,0.25,1.01,0,0.5,1394.39819031864
"6742",10,0.5,0.5,1.01,0,0.5,1394.33221538467
"6743",35,0.5,0.5,1.01,0,0.5,1394.33249037742
"6744",60,0.5,0.5,1.01,0,0.5,1394.33249037845
"6745",85,0.5,0.5,1.01,0,0.5,1394.33249037845
"6746",110,0.5,0.5,1.01,0,0.5,1394.33249037845
"6747",135,0.5,0.5,1.01,0,0.5,1394.33249037845
"6748",160,0.5,0.5,1.01,0,0.5,1394.33249037845
"6749",10,0.75,0.5,1.01,0,0.5,1394.33248391135
"6750",35,0.75,0.5,1.01,0,0.5,1394.33249037845
"6751",60,0.75,0.5,1.01,0,0.5,1394.33249037845
"6752",85,0.75,0.5,1.01,0,0.5,1394.33249037845
"6753",110,0.75,0.5,1.01,0,0.5,1394.33249037845
"6754",135,0.75,0.5,1.01,0,0.5,1394.33249037845
"6755",160,0.75,0.5,1.01,0,0.5,1394.33249037845
"6756",10,1,0.5,1.01,0,0.5,1394.3324902408
"6757",35,1,0.5,1.01,0,0.5,1394.33249037845
"6758",60,1,0.5,1.01,0,0.5,1394.33249037845
"6759",85,1,0.5,1.01,0,0.5,1394.33249037845
"6760",110,1,0.5,1.01,0,0.5,1394.33249037845
"6761",135,1,0.5,1.01,0,0.5,1394.33249037845
"6762",160,1,0.5,1.01,0,0.5,1394.33249037845
"6763",10,1.25,0.5,1.01,0,0.5,1394.33249037566
"6764",35,1.25,0.5,1.01,0,0.5,1394.33249037845
"6765",60,1.25,0.5,1.01,0,0.5,1394.33249037845
"6766",85,1.25,0.5,1.01,0,0.5,1394.33249037845
"6767",110,1.25,0.5,1.01,0,0.5,1394.33249037845
"6768",135,1.25,0.5,1.01,0,0.5,1394.33249037845
"6769",160,1.25,0.5,1.01,0,0.5,1394.33249037845
"6770",10,1.5,0.5,1.01,0,0.5,1394.33249037841
"6771",35,1.5,0.5,1.01,0,0.5,1394.33249037845
"6772",60,1.5,0.5,1.01,0,0.5,1394.33249037845
"6773",85,1.5,0.5,1.01,0,0.5,1394.33249037845
"6774",110,1.5,0.5,1.01,0,0.5,1394.33249037845
"6775",135,1.5,0.5,1.01,0,0.5,1394.33249037845
"6776",160,1.5,0.5,1.01,0,0.5,1394.33249037845
"6777",10,1.75,0.5,1.01,0,0.5,1394.33249037846
"6778",35,1.75,0.5,1.01,0,0.5,1394.33249037845
"6779",60,1.75,0.5,1.01,0,0.5,1394.33249037845
"6780",85,1.75,0.5,1.01,0,0.5,1394.33249037845
"6781",110,1.75,0.5,1.01,0,0.5,1394.33249037845
"6782",135,1.75,0.5,1.01,0,0.5,1394.33249037845
"6783",160,1.75,0.5,1.01,0,0.5,1394.33249037845
"6784",10,2,0.5,1.01,0,0.5,1394.33249037845
"6785",35,2,0.5,1.01,0,0.5,1394.33249037845
"6786",60,2,0.5,1.01,0,0.5,1394.33249037845
"6787",85,2,0.5,1.01,0,0.5,1394.33249037845
"6788",110,2,0.5,1.01,0,0.5,1394.33249037845
"6789",135,2,0.5,1.01,0,0.5,1394.33249037845
"6790",160,2,0.5,1.01,0,0.5,1394.33249037845
"6791",10,2.25,0.5,1.01,0,0.5,1394.33249037845
"6792",35,2.25,0.5,1.01,0,0.5,1394.33249037845
"6793",60,2.25,0.5,1.01,0,0.5,1394.33249037845
"6794",85,2.25,0.5,1.01,0,0.5,1394.33249037845
"6795",110,2.25,0.5,1.01,0,0.5,1394.33249037845
"6796",135,2.25,0.5,1.01,0,0.5,1394.33249037845
"6797",160,2.25,0.5,1.01,0,0.5,1394.33249037845
"6798",10,2.5,0.5,1.01,0,0.5,1394.33249037845
"6799",35,2.5,0.5,1.01,0,0.5,1394.33249037845
"6800",60,2.5,0.5,1.01,0,0.5,1394.33249037845
"6801",85,2.5,0.5,1.01,0,0.5,1394.33249037845
"6802",110,2.5,0.5,1.01,0,0.5,1394.33249037845
"6803",135,2.5,0.5,1.01,0,0.5,1394.33249037845
"6804",160,2.5,0.5,1.01,0,0.5,1394.33249037845
"6805",10,0.5,0.75,1.01,0,0.5,1394.27272142903
"6806",35,0.5,0.75,1.01,0,0.5,1394.27295654532
"6807",60,0.5,0.75,1.01,0,0.5,1394.27295654616
"6808",85,0.5,0.75,1.01,0,0.5,1394.27295654616
"6809",110,0.5,0.75,1.01,0,0.5,1394.27295654616
"6810",135,0.5,0.75,1.01,0,0.5,1394.27295654616
"6811",160,0.5,0.75,1.01,0,0.5,1394.27295654616
"6812",10,0.75,0.75,1.01,0,0.5,1394.27295101695
"6813",35,0.75,0.75,1.01,0,0.5,1394.27295654616
"6814",60,0.75,0.75,1.01,0,0.5,1394.27295654616
"6815",85,0.75,0.75,1.01,0,0.5,1394.27295654616
"6816",110,0.75,0.75,1.01,0,0.5,1394.27295654616
"6817",135,0.75,0.75,1.01,0,0.5,1394.27295654616
"6818",160,0.75,0.75,1.01,0,0.5,1394.27295654616
"6819",10,1,0.75,1.01,0,0.5,1394.27295642849
"6820",35,1,0.75,1.01,0,0.5,1394.27295654616
"6821",60,1,0.75,1.01,0,0.5,1394.27295654616
"6822",85,1,0.75,1.01,0,0.5,1394.27295654616
"6823",110,1,0.75,1.01,0,0.5,1394.27295654616
"6824",135,1,0.75,1.01,0,0.5,1394.27295654616
"6825",160,1,0.75,1.01,0,0.5,1394.27295654616
"6826",10,1.25,0.75,1.01,0,0.5,1394.27295654378
"6827",35,1.25,0.75,1.01,0,0.5,1394.27295654616
"6828",60,1.25,0.75,1.01,0,0.5,1394.27295654616
"6829",85,1.25,0.75,1.01,0,0.5,1394.27295654616
"6830",110,1.25,0.75,1.01,0,0.5,1394.27295654616
"6831",135,1.25,0.75,1.01,0,0.5,1394.27295654616
"6832",160,1.25,0.75,1.01,0,0.5,1394.27295654616
"6833",10,1.5,0.75,1.01,0,0.5,1394.27295654615
"6834",35,1.5,0.75,1.01,0,0.5,1394.27295654616
"6835",60,1.5,0.75,1.01,0,0.5,1394.27295654616
"6836",85,1.5,0.75,1.01,0,0.5,1394.27295654616
"6837",110,1.5,0.75,1.01,0,0.5,1394.27295654616
"6838",135,1.5,0.75,1.01,0,0.5,1394.27295654616
"6839",160,1.5,0.75,1.01,0,0.5,1394.27295654616
"6840",10,1.75,0.75,1.01,0,0.5,1394.27295654616
"6841",35,1.75,0.75,1.01,0,0.5,1394.27295654616
"6842",60,1.75,0.75,1.01,0,0.5,1394.27295654616
"6843",85,1.75,0.75,1.01,0,0.5,1394.27295654616
"6844",110,1.75,0.75,1.01,0,0.5,1394.27295654616
"6845",135,1.75,0.75,1.01,0,0.5,1394.27295654616
"6846",160,1.75,0.75,1.01,0,0.5,1394.27295654616
"6847",10,2,0.75,1.01,0,0.5,1394.27295654616
"6848",35,2,0.75,1.01,0,0.5,1394.27295654616
"6849",60,2,0.75,1.01,0,0.5,1394.27295654616
"6850",85,2,0.75,1.01,0,0.5,1394.27295654616
"6851",110,2,0.75,1.01,0,0.5,1394.27295654616
"6852",135,2,0.75,1.01,0,0.5,1394.27295654616
"6853",160,2,0.75,1.01,0,0.5,1394.27295654616
"6854",10,2.25,0.75,1.01,0,0.5,1394.27295654616
"6855",35,2.25,0.75,1.01,0,0.5,1394.27295654616
"6856",60,2.25,0.75,1.01,0,0.5,1394.27295654616
"6857",85,2.25,0.75,1.01,0,0.5,1394.27295654616
"6858",110,2.25,0.75,1.01,0,0.5,1394.27295654616
"6859",135,2.25,0.75,1.01,0,0.5,1394.27295654616
"6860",160,2.25,0.75,1.01,0,0.5,1394.27295654616
"6861",10,2.5,0.75,1.01,0,0.5,1394.27295654616
"6862",35,2.5,0.75,1.01,0,0.5,1394.27295654616
"6863",60,2.5,0.75,1.01,0,0.5,1394.27295654616
"6864",85,2.5,0.75,1.01,0,0.5,1394.27295654616
"6865",110,2.5,0.75,1.01,0,0.5,1394.27295654616
"6866",135,2.5,0.75,1.01,0,0.5,1394.27295654616
"6867",160,2.5,0.75,1.01,0,0.5,1394.27295654616
"6868",10,0.5,1,1.01,0,0.5,1394.2203108894
"6869",35,0.5,1,1.01,0,0.5,1394.22050910505
"6870",60,0.5,1,1.01,0,0.5,1394.22050910577
"6871",85,0.5,1,1.01,0,0.5,1394.22050910577
"6872",110,0.5,1,1.01,0,0.5,1394.22050910577
"6873",135,0.5,1,1.01,0,0.5,1394.22050910577
"6874",160,0.5,1,1.01,0,0.5,1394.22050910577
"6875",10,0.75,1,1.01,0,0.5,1394.22050444443
"6876",35,0.75,1,1.01,0,0.5,1394.22050910577
"6877",60,0.75,1,1.01,0,0.5,1394.22050910577
"6878",85,0.75,1,1.01,0,0.5,1394.22050910577
"6879",110,0.75,1,1.01,0,0.5,1394.22050910577
"6880",135,0.75,1,1.01,0,0.5,1394.22050910577
"6881",160,0.75,1,1.01,0,0.5,1394.22050910577
"6882",10,1,1,1.01,0,0.5,1394.22050900657
"6883",35,1,1,1.01,0,0.5,1394.22050910577
"6884",60,1,1,1.01,0,0.5,1394.22050910577
"6885",85,1,1,1.01,0,0.5,1394.22050910577
"6886",110,1,1,1.01,0,0.5,1394.22050910577
"6887",135,1,1,1.01,0,0.5,1394.22050910577
"6888",160,1,1,1.01,0,0.5,1394.22050910577
"6889",10,1.25,1,1.01,0,0.5,1394.22050910377
"6890",35,1.25,1,1.01,0,0.5,1394.22050910577
"6891",60,1.25,1,1.01,0,0.5,1394.22050910577
"6892",85,1.25,1,1.01,0,0.5,1394.22050910577
"6893",110,1.25,1,1.01,0,0.5,1394.22050910577
"6894",135,1.25,1,1.01,0,0.5,1394.22050910577
"6895",160,1.25,1,1.01,0,0.5,1394.22050910577
"6896",10,1.5,1,1.01,0,0.5,1394.22050910573
"6897",35,1.5,1,1.01,0,0.5,1394.22050910577
"6898",60,1.5,1,1.01,0,0.5,1394.22050910577
"6899",85,1.5,1,1.01,0,0.5,1394.22050910577
"6900",110,1.5,1,1.01,0,0.5,1394.22050910577
"6901",135,1.5,1,1.01,0,0.5,1394.22050910577
"6902",160,1.5,1,1.01,0,0.5,1394.22050910577
"6903",10,1.75,1,1.01,0,0.5,1394.22050910577
"6904",35,1.75,1,1.01,0,0.5,1394.22050910577
"6905",60,1.75,1,1.01,0,0.5,1394.22050910577
"6906",85,1.75,1,1.01,0,0.5,1394.22050910577
"6907",110,1.75,1,1.01,0,0.5,1394.22050910577
"6908",135,1.75,1,1.01,0,0.5,1394.22050910577
"6909",160,1.75,1,1.01,0,0.5,1394.22050910577
"6910",10,2,1,1.01,0,0.5,1394.22050910577
"6911",35,2,1,1.01,0,0.5,1394.22050910577
"6912",60,2,1,1.01,0,0.5,1394.22050910577
"6913",85,2,1,1.01,0,0.5,1394.22050910577
"6914",110,2,1,1.01,0,0.5,1394.22050910577
"6915",135,2,1,1.01,0,0.5,1394.22050910577
"6916",160,2,1,1.01,0,0.5,1394.22050910577
"6917",10,2.25,1,1.01,0,0.5,1394.22050910577
"6918",35,2.25,1,1.01,0,0.5,1394.22050910577
"6919",60,2.25,1,1.01,0,0.5,1394.22050910577
"6920",85,2.25,1,1.01,0,0.5,1394.22050910577
"6921",110,2.25,1,1.01,0,0.5,1394.22050910577
"6922",135,2.25,1,1.01,0,0.5,1394.22050910577
"6923",160,2.25,1,1.01,0,0.5,1394.22050910577
"6924",10,2.5,1,1.01,0,0.5,1394.22050910577
"6925",35,2.5,1,1.01,0,0.5,1394.22050910577
"6926",60,2.5,1,1.01,0,0.5,1394.22050910577
"6927",85,2.5,1,1.01,0,0.5,1394.22050910577
"6928",110,2.5,1,1.01,0,0.5,1394.22050910577
"6929",135,2.5,1,1.01,0,0.5,1394.22050910577
"6930",160,2.5,1,1.01,0,0.5,1394.22050910577
"6931",10,0.5,0,0.01,1,0.5,1353.25825557103
"6932",35,0.5,0,0.01,1,0.5,1353.25913103869
"6933",60,0.5,0,0.01,1,0.5,1353.25913104191
"6934",85,0.5,0,0.01,1,0.5,1353.25913104191
"6935",110,0.5,0,0.01,1,0.5,1353.25913104191
"6936",135,0.5,0,0.01,1,0.5,1353.25913104191
"6937",160,0.5,0,0.01,1,0.5,1353.25913104191
"6938",10,0.75,0,0.01,1,0.5,1353.25911043903
"6939",35,0.75,0,0.01,1,0.5,1353.25913104191
"6940",60,0.75,0,0.01,1,0.5,1353.25913104191
"6941",85,0.75,0,0.01,1,0.5,1353.25913104191
"6942",110,0.75,0,0.01,1,0.5,1353.25913104191
"6943",135,0.75,0,0.01,1,0.5,1353.25913104191
"6944",160,0.75,0,0.01,1,0.5,1353.25913104191
"6945",10,1,0,0.01,1,0.5,1353.25913060301
"6946",35,1,0,0.01,1,0.5,1353.25913104191
"6947",60,1,0,0.01,1,0.5,1353.25913104191
"6948",85,1,0,0.01,1,0.5,1353.25913104191
"6949",110,1,0,0.01,1,0.5,1353.25913104191
"6950",135,1,0,0.01,1,0.5,1353.25913104191
"6951",160,1,0,0.01,1,0.5,1353.25913104191
"6952",10,1.25,0,0.01,1,0.5,1353.25913103304
"6953",35,1.25,0,0.01,1,0.5,1353.25913104191
"6954",60,1.25,0,0.01,1,0.5,1353.25913104191
"6955",85,1.25,0,0.01,1,0.5,1353.25913104191
"6956",110,1.25,0,0.01,1,0.5,1353.25913104191
"6957",135,1.25,0,0.01,1,0.5,1353.25913104191
"6958",160,1.25,0,0.01,1,0.5,1353.25913104191
"6959",10,1.5,0,0.01,1,0.5,1353.25913104178
"6960",35,1.5,0,0.01,1,0.5,1353.25913104191
"6961",60,1.5,0,0.01,1,0.5,1353.25913104191
"6962",85,1.5,0,0.01,1,0.5,1353.25913104191
"6963",110,1.5,0,0.01,1,0.5,1353.25913104191
"6964",135,1.5,0,0.01,1,0.5,1353.25913104191
"6965",160,1.5,0,0.01,1,0.5,1353.25913104191
"6966",10,1.75,0,0.01,1,0.5,1353.2591310419
"6967",35,1.75,0,0.01,1,0.5,1353.25913104191
"6968",60,1.75,0,0.01,1,0.5,1353.25913104191
"6969",85,1.75,0,0.01,1,0.5,1353.25913104191
"6970",110,1.75,0,0.01,1,0.5,1353.25913104191
"6971",135,1.75,0,0.01,1,0.5,1353.25913104191
"6972",160,1.75,0,0.01,1,0.5,1353.25913104191
"6973",10,2,0,0.01,1,0.5,1353.25913104191
"6974",35,2,0,0.01,1,0.5,1353.25913104191
