"","county","year","foi","incidence","previousyear","previnf"
"690","Calumet-Wisconsin","2012",0.031023515713725,0,0,0.0174852479387447
"691","Calumet-Wisconsin","2013",0.077406383581623,0,0,0.031023515713725
"692","Calumet-Wisconsin","2014",0.249401696589615,0,0,0.077406383581623
"693","Calumet-Wisconsin","2015",0.601724530874208,0,0,0.249401696589615
"694","Calumet-Wisconsin","2016",0.983782650587497,1,0,0.601724530874208
"697","Cambria-Pennsylvania","2007",0.0062957974661538,0,0,0.999999999999999
"698","Cambria-Pennsylvania","2008",0.0867347042341863,0,0,0.0062957974661538
"699","Cambria-Pennsylvania","2009",0.382625946860246,0,0,0.0867347042341863
"700","Cambria-Pennsylvania","2010",0.589807479701001,0,0,0.382625946860246
"701","Cambria-Pennsylvania","2011",0.932263244459527,1,0,0.589807479701001
"709","Camden-Missouri","2007",6.85459497462212e-06,0,0,1
"710","Camden-Missouri","2008",6.52365854268706e-05,0,0,6.85459497462212e-06
"711","Camden-Missouri","2009",0.0153614941908958,0,0,6.52365854268706e-05
"712","Camden-Missouri","2010",0.0169167985071076,0,0,0.0153614941908958
"713","Camden-Missouri","2011",0.0337670299417714,0,0,0.0169167985071076
"714","Camden-Missouri","2012",0.0861861291219431,0,0,0.0337670299417714
"715","Camden-Missouri","2013",0.416907550705627,1,0,0.0861861291219431
"721","Campbell-Tennessee","2007",6.35321588011472e-05,0,0,1
"722","Campbell-Tennessee","2008",0.00568410472344486,0,0,6.35321588011472e-05
"723","Campbell-Tennessee","2009",0.0230228377125464,0,0,0.00568410472344486
"724","Campbell-Tennessee","2010",0.0626019128690414,0,0,0.0230228377125464
"725","Campbell-Tennessee","2011",0.203329934133816,0,0,0.0626019128690414
"726","Campbell-Tennessee","2012",0.653355127665734,1,0,0.203329934133816
"733","Cannon-Tennessee","2007",2.36920979948036e-05,0,0,1
"734","Cannon-Tennessee","2008",0.00103077124906772,0,0,2.36920979948036e-05
"735","Cannon-Tennessee","2009",0.00401136603492296,0,0,0.00103077124906772
"736","Cannon-Tennessee","2010",0.0230200682126234,0,0,0.00401136603492296
"737","Cannon-Tennessee","2011",0.145137701224498,0,0,0.0230200682126234
"738","Cannon-Tennessee","2012",0.522121442640251,1,0,0.145137701224498
"745","Cape Breton-Nova Scotia","2007",0.000532099065125721,0,0,0.999999999999999
"746","Cape Breton-Nova Scotia","2008",0.00130224562984615,0,0,0.000532099065125721
"747","Cape Breton-Nova Scotia","2009",0.00176530903717419,0,0,0.00130224562984615
"748","Cape Breton-Nova Scotia","2010",0.038596763414202,0,0,0.00176530903717419
"749","Cape Breton-Nova Scotia","2011",0.0749420836131159,0,0,0.038596763414202
"750","Cape Breton-Nova Scotia","2012",0.266281492669272,0,0,0.0749420836131159
"751","Cape Breton-Nova Scotia","2013",0.741672198844202,1,0,0.266281492669272
"757","Carbon-Pennsylvania","2007",0.0741446058959009,0,0,1
"758","Carbon-Pennsylvania","2008",0.397421905317357,0,0,0.0741446058959009
"759","Carbon-Pennsylvania","2009",0.857280960915718,1,0,0.397421905317357
"769","Carleton-New Brunswick","2007",0.00827973627423659,0,0,1
"770","Carleton-New Brunswick","2008",0.0211799344226091,0,0,0.00827973627423659
"771","Carleton-New Brunswick","2009",0.0319655608357403,0,0,0.0211799344226091
"772","Carleton-New Brunswick","2010",0.130231267569118,0,0,0.0319655608357403
"773","Carleton-New Brunswick","2011",0.300508597086245,0,0,0.130231267569118
"774","Carleton-New Brunswick","2012",0.482811157603802,0,0,0.300508597086245
"775","Carleton-New Brunswick","2013",0.953755832903521,0,0,0.482811157603802
"776","Carleton-New Brunswick","2014",0.997192969434655,0,0,0.953755832903521
"777","Carleton-New Brunswick","2015",0.998870998292906,0,0,0.997192969434655
"778","Carleton-New Brunswick","2016",0.999698573748484,0,0,0.998870998292906
"779","Carleton-New Brunswick","2017",0.999991161584895,1,0,0.999698573748484
"781","Carroll-Illinois","2007",7.38147930970734e-05,0,0,0.999999999999999
"782","Carroll-Illinois","2008",0.00039605535300771,0,0,7.38147930970734e-05
"783","Carroll-Illinois","2009",0.00475647190673006,0,0,0.00039605535300771
"784","Carroll-Illinois","2010",0.00893362642066774,0,0,0.00475647190673006
"785","Carroll-Illinois","2011",0.0202637853522975,0,0,0.00893362642066774
"786","Carroll-Illinois","2012",0.0689482964107666,0,0,0.0202637853522975
"787","Carroll-Illinois","2013",0.129605366443416,0,0,0.0689482964107666
"788","Carroll-Illinois","2014",0.350576887022173,1,0,0.129605366443416
"793","Carter-Kentucky","2007",0.000420101463982884,0,0,1
"794","Carter-Kentucky","2008",0.0256876930911439,0,0,0.000420101463982884
"795","Carter-Kentucky","2009",0.0824507913798623,0,0,0.0256876930911439
"796","Carter-Kentucky","2010",0.245846062765187,0,0,0.0824507913798623
"797","Carter-Kentucky","2011",0.333837216657557,0,0,0.245846062765187
"798","Carter-Kentucky","2012",0.776366620007622,1,0,0.333837216657557
"805","Carter-Missouri","2007",1.38378098595898e-05,0,0,1
"806","Carter-Missouri","2008",0.000187340614919557,0,0,1.38378098595898e-05
"807","Carter-Missouri","2009",0.0971167247500352,0,0,0.000187340614919557
"808","Carter-Missouri","2010",0.104913747749956,0,0,0.0971167247500352
"809","Carter-Missouri","2011",0.156619226035228,0,0,0.104913747749956
"810","Carter-Missouri","2012",0.297277332093887,0,0,0.156619226035228
"811","Carter-Missouri","2013",0.492510475692431,1,0,0.297277332093887
"817","Carter-Tennessee","2007",0.000151136061613585,0,0,1
"818","Carter-Tennessee","2008",0.0477082002390209,0,0,0.000151136061613585
"819","Carter-Tennessee","2009",0.177199657752632,1,0,0.0477082002390209
"829","Cass-Nebraska","2007",1.26646869530501e-05,0,0,1
"830","Cass-Nebraska","2008",6.8769393285007e-05,0,0,1.26646869530501e-05
"831","Cass-Nebraska","2009",0.00249768204751704,0,0,6.8769393285007e-05
"832","Cass-Nebraska","2010",0.00319767627026438,0,0,0.00249768204751704
"833","Cass-Nebraska","2011",0.00666598560340595,0,0,0.00319767627026438
"834","Cass-Nebraska","2012",0.0138502873631457,0,0,0.00666598560340595
"835","Cass-Nebraska","2013",0.0456068373477437,0,0,0.0138502873631457
"836","Cass-Nebraska","2014",0.101955324454119,0,0,0.0456068373477437
"837","Cass-Nebraska","2015",0.686184737586824,0,0,0.101955324454119
"838","Cass-Nebraska","2016",0.975744190069544,1,0,0.686184737586824
"841","Catoosa-Georgia","2007",2.51280463566076e-05,0,0,0.999999999999998
"842","Catoosa-Georgia","2008",0.00138047160842713,0,0,2.51280463566076e-05
"843","Catoosa-Georgia","2009",0.00531906717562274,0,0,0.00138047160842713
"844","Catoosa-Georgia","2010",0.0189705522587875,0,0,0.00531906717562274
"845","Catoosa-Georgia","2011",0.17516636696922,0,0,0.0189705522587875
"846","Catoosa-Georgia","2012",0.57761003625543,0,0,0.17516636696922
"847","Catoosa-Georgia","2013",0.791372397879475,0,0,0.57761003625543
"848","Catoosa-Georgia","2014",0.864505608235994,0,0,0.791372397879475
"849","Catoosa-Georgia","2015",0.949020499176225,0,0,0.864505608235994
"850","Catoosa-Georgia","2016",0.993599031090997,1,0,0.949020499176225
"853","Cattaraugus-New York","2007",0.0239873191790989,0,0,1
"854","Cattaraugus-New York","2008",0.0960300867539655,0,0,0.0239873191790989
"855","Cattaraugus-New York","2009",0.428511296738371,0,0,0.0960300867539655
"856","Cattaraugus-New York","2010",0.523842938590697,0,0,0.428511296738371
"857","Cattaraugus-New York","2011",0.950033041231654,0,0,0.523842938590697
"858","Cattaraugus-New York","2012",0.984709384914195,1,0,0.950033041231654
"865","Cedar-Missouri","2007",5.59835923561543e-06,0,0,1
"866","Cedar-Missouri","2008",5.03155645022951e-05,0,0,5.59835923561543e-06
"867","Cedar-Missouri","2009",0.00755025658545126,0,0,5.03155645022951e-05
"868","Cedar-Missouri","2010",0.00856747456773741,0,0,0.00755025658545126
"869","Cedar-Missouri","2011",0.020211608275365,0,0,0.00856747456773741
"870","Cedar-Missouri","2012",0.0422113512272341,0,0,0.020211608275365
"871","Cedar-Missouri","2013",0.262776966453162,0,0,0.0422113512272341
"872","Cedar-Missouri","2014",0.515371590314144,0,0,0.262776966453162
"873","Cedar-Missouri","2015",0.880940904882207,1,0,0.515371590314144
"877","Census Div. 4/St George's-Newfoundland","2007",0.000946819933565158,0,0,1
"878","Census Div. 4/St George's-Newfoundland","2008",0.00228961473071805,0,0,0.000946819933565158
"879","Census Div. 4/St George's-Newfoundland","2009",0.00320907330704968,0,0,0.00228961473071805
"880","Census Div. 4/St George's-Newfoundland","2010",0.0289289822738512,0,0,0.00320907330704968
"881","Census Div. 4/St George's-Newfoundland","2011",0.0579577703000154,0,0,0.0289289822738512
"882","Census Div. 4/St George's-Newfoundland","2012",0.148725301657478,0,0,0.0579577703000154
"883","Census Div. 4/St George's-Newfoundland","2013",0.292263387603798,0,0,0.148725301657478
"884","Census Div. 4/St George's-Newfoundland","2014",0.304669445756491,0,0,0.292263387603798
"885","Census Div. 4/St George's-Newfoundland","2015",0.376164776883552,0,0,0.304669445756491
"886","Census Div. 4/St George's-Newfoundland","2016",0.376274442845648,1,0,0.376164776883552
"889","Census Div. 5/Humber District-Newfoundland","2007",0.000231109115509113,0,0,1
"890","Census Div. 5/Humber District-Newfoundland","2008",0.000556165863006668,0,0,0.000231109115509113
"891","Census Div. 5/Humber District-Newfoundland","2009",0.000787350590851032,0,0,0.000556165863006668
"892","Census Div. 5/Humber District-Newfoundland","2010",0.00539517977364273,0,0,0.000787350590851032
"893","Census Div. 5/Humber District-Newfoundland","2011",0.010581993881056,0,0,0.00539517977364273
"894","Census Div. 5/Humber District-Newfoundland","2012",0.024801289741343,0,0,0.010581993881056
"895","Census Div. 5/Humber District-Newfoundland","2013",0.0446082872766506,0,0,0.024801289741343
"896","Census Div. 5/Humber District-Newfoundland","2014",0.0475872906549257,0,0,0.0446082872766506
"897","Census Div. 5/Humber District-Newfoundland","2015",0.0559130309167151,0,0,0.0475872906549257
"898","Census Div. 5/Humber District-Newfoundland","2016",0.198854035572189,0,0,0.0559130309167151
"899","Census Div. 5/Humber District-Newfoundland","2017",0.999998798688642,1,0,0.198854035572189
"901","Centre-Pennsylvania","2007",0.0151565005518753,0,0,1
"902","Centre-Pennsylvania","2008",0.153916642663304,1,0,0.0151565005518753
"913","Charlotte-New Brunswick","2007",0.0115269286732047,0,0,0.999999999999999
"914","Charlotte-New Brunswick","2008",0.0299126322251345,0,0,0.0115269286732047
"915","Charlotte-New Brunswick","2009",0.0420238426926365,0,0,0.0299126322251345
"916","Charlotte-New Brunswick","2010",0.276939424069965,0,0,0.0420238426926365
"917","Charlotte-New Brunswick","2011",0.505062615476743,1,0,0.276939424069965
"925","Chattooga-Georgia","2007",2.25997339855941e-05,0,0,1
"926","Chattooga-Georgia","2008",0.00110456516665465,0,0,2.25997339855941e-05
"927","Chattooga-Georgia","2009",0.0041954360640405,0,0,0.00110456516665465
"928","Chattooga-Georgia","2010",0.0152441064412169,0,0,0.0041954360640405
"929","Chattooga-Georgia","2011",0.119096717227762,0,0,0.0152441064412169
"930","Chattooga-Georgia","2012",0.42161289191418,0,0,0.119096717227762
"931","Chattooga-Georgia","2013",0.659696733967393,0,0,0.42161289191418
"932","Chattooga-Georgia","2014",0.804799687083692,0,0,0.659696733967393
"933","Chattooga-Georgia","2015",0.89712234179319,1,0,0.804799687083692
"937","Cherokee-Kansas","2007",5.06946747829575e-06,0,0,1
"938","Cherokee-Kansas","2008",4.46313371991785e-05,0,0,5.06946747829575e-06
"939","Cherokee-Kansas","2009",0.00438785721338911,0,0,4.46313371991785e-05
"940","Cherokee-Kansas","2010",0.00518634497963712,0,0,0.00438785721338911
"941","Cherokee-Kansas","2011",0.014403850163338,0,0,0.00518634497963712
"942","Cherokee-Kansas","2012",0.0272296260755591,0,0,0.014403850163338
"943","Cherokee-Kansas","2013",0.125989088246931,0,0,0.0272296260755591
"944","Cherokee-Kansas","2014",0.288150375025088,0,0,0.125989088246931
"945","Cherokee-Kansas","2015",0.619099574058145,0,0,0.288150375025088
"946","Cherokee-Kansas","2016",0.862219036852477,0,0,0.619099574058145
"947","Cherokee-Kansas","2017",0.996916765065425,1,0,0.862219036852477
"949","Cherokee-North Carolina","2007",4.67266955009454e-05,0,0,1
"950","Cherokee-North Carolina","2008",0.00367650628612178,0,0,4.67266955009454e-05
"951","Cherokee-North Carolina","2009",0.0149027312228259,0,0,0.00367650628612178
"952","Cherokee-North Carolina","2010",0.0538121563204772,0,0,0.0149027312228259
"953","Cherokee-North Carolina","2011",0.179884586769342,0,0,0.0538121563204772
"954","Cherokee-North Carolina","2012",0.472594417956815,0,0,0.179884586769342
"955","Cherokee-North Carolina","2013",0.7564514228133,1,0,0.472594417956815
"961","Cherokee-Oklahoma","2007",3.55631943292234e-06,0,0,1
"962","Cherokee-Oklahoma","2008",3.44779422862394e-05,0,0,3.55631943292234e-06
"963","Cherokee-Oklahoma","2009",0.00248015266382555,0,0,3.44779422862394e-05
"964","Cherokee-Oklahoma","2010",0.00308836587161901,0,0,0.00248015266382555
"965","Cherokee-Oklahoma","2011",0.0107868266536359,0,0,0.00308836587161901
"966","Cherokee-Oklahoma","2012",0.0183355318904112,0,0,0.0107868266536359
"967","Cherokee-Oklahoma","2013",0.0634504943883976,0,0,0.0183355318904112
"968","Cherokee-Oklahoma","2014",0.229666373146489,0,0,0.0634504943883976
"969","Cherokee-Oklahoma","2015",0.456249990809444,1,0,0.229666373146489
"973","Cherokee-South Carolina","2007",0.000127415804845818,0,0,0.999999999999999
"974","Cherokee-South Carolina","2008",0.0145563461324195,0,0,0.000127415804845818
"975","Cherokee-South Carolina","2009",0.0496227695005972,0,0,0.0145563461324195
"976","Cherokee-South Carolina","2010",0.167481723691259,0,0,0.0496227695005972
"977","Cherokee-South Carolina","2011",0.212089913978181,0,0,0.167481723691259
"978","Cherokee-South Carolina","2012",0.390558418187655,0,0,0.212089913978181
"979","Cherokee-South Carolina","2013",0.481347324172585,0,0,0.390558418187655
"980","Cherokee-South Carolina","2014",0.501826446428936,0,0,0.481347324172585
"981","Cherokee-South Carolina","2015",0.508686635395399,0,0,0.501826446428936
"982","Cherokee-South Carolina","2016",0.718741603483324,0,0,0.508686635395399
"983","Cherokee-South Carolina","2017",0.892883409713306,1,0,0.718741603483324
"985","Chesterfield-Virginia","2007",0.008220176574579,0,0,1
"986","Chesterfield-Virginia","2008",0.160289607703261,0,0,0.008220176574579
"987","Chesterfield-Virginia","2009",0.401545022913548,1,0,0.160289607703261
"997","Childress-Texas","2007",1.13285900150683e-06,0,0,1
"998","Childress-Texas","2008",8.3131039551194e-06,0,0,1.13285900150683e-06
"999","Childress-Texas","2009",0.000176339239954599,0,0,8.3131039551194e-06
"1000","Childress-Texas","2010",0.000261038859515494,0,0,0.000176339239954599
"1001","Childress-Texas","2011",0.000712188014844778,0,0,0.000261038859515494
"1002","Childress-Texas","2012",0.00144197678448256,0,0,0.000712188014844778
"1003","Childress-Texas","2013",0.00390027799126286,0,0,0.00144197678448256
"1004","Childress-Texas","2014",0.0095701469386759,0,0,0.00390027799126286
"1005","Childress-Texas","2015",0.0152677240985293,0,0,0.0095701469386759
"1006","Childress-Texas","2016",0.739329210952147,1,0,0.0152677240985293
"1009","Christian-Kentucky","2007",3.53189375634646e-05,0,0,1
"1010","Christian-Kentucky","2008",0.000901793923654995,0,0,3.53189375634646e-05
"1011","Christian-Kentucky","2009",0.00485970550907273,0,0,0.000901793923654995
"1012","Christian-Kentucky","2010",0.186567618808239,0,0,0.00485970550907273
"1013","Christian-Kentucky","2011",0.320525326691159,0,0,0.186567618808239
"1014","Christian-Kentucky","2012",0.636993671286811,1,0,0.320525326691159
"1021","Christian-Missouri","2007",4.40033033184915e-06,0,0,1
"1022","Christian-Missouri","2008",4.58105215761377e-05,0,0,4.40033033184915e-06
"1023","Christian-Missouri","2009",0.00989062112664055,0,0,4.58105215761377e-05
"1024","Christian-Missouri","2010",0.0109842962857712,0,0,0.00989062112664055
"1025","Christian-Missouri","2011",0.0340505167766461,0,0,0.0109842962857712
"1026","Christian-Missouri","2012",0.055964545946565,0,0,0.0340505167766461
"1027","Christian-Missouri","2013",0.287433982867824,0,0,0.055964545946565
"1028","Christian-Missouri","2014",0.621835478197043,0,0,0.287433982867824
"1029","Christian-Missouri","2015",0.883800468729319,1,0,0.621835478197043
"1033","Claiborne-Tennessee","2007",7.31620071903734e-05,0,0,1
"1034","Claiborne-Tennessee","2008",0.00849306129259312,0,0,7.31620071903734e-05
"1035","Claiborne-Tennessee","2009",0.0362580649278714,0,0,0.00849306129259312
"1036","Claiborne-Tennessee","2010",0.0920943194861302,0,0,0.0362580649278714
"1037","Claiborne-Tennessee","2011",0.250917134124031,0,0,0.0920943194861302
"1038","Claiborne-Tennessee","2012",0.685756697545671,1,0,0.250917134124031
"1045","Clare-Michigan","2007",0.00199999893046278,0,0,1
"1046","Clare-Michigan","2008",0.00679387321453631,0,0,0.00199999893046278
"1047","Clare-Michigan","2009",0.0310732065332622,0,0,0.00679387321453631
"1048","Clare-Michigan","2010",0.0775729335777179,0,0,0.0310732065332622
"1049","Clare-Michigan","2011",0.134448095414196,0,0,0.0775729335777179
"1050","Clare-Michigan","2012",0.181108681501432,0,0,0.134448095414196
"1051","Clare-Michigan","2013",0.295789795451258,0,0,0.181108681501432
"1052","Clare-Michigan","2014",0.690624922368579,1,0,0.295789795451258
"1057","Clarion-Pennsylvania","2007",0.00626091358184965,0,0,1
"1058","Clarion-Pennsylvania","2008",0.0496589350723106,0,0,0.00626091358184965
"1059","Clarion-Pennsylvania","2009",0.20838573744808,0,0,0.0496589350723106
"1060","Clarion-Pennsylvania","2010",0.307740438038187,0,0,0.20838573744808
"1061","Clarion-Pennsylvania","2011",0.915639137216326,1,0,0.307740438038187
"1069","Clay-Missouri","2007",1.40189635830452e-05,0,0,1
"1070","Clay-Missouri","2008",9.93275912787226e-05,0,0,1.40189635830452e-05
"1071","Clay-Missouri","2009",0.00971641756181857,0,0,9.93275912787226e-05
"1072","Clay-Missouri","2010",0.011238999539303,0,0,0.00971641756181857
"1073","Clay-Missouri","2011",0.0230786021020711,0,0,0.011238999539303
"1074","Clay-Missouri","2012",0.0494438097508559,0,0,0.0230786021020711
"1075","Clay-Missouri","2013",0.430058510479912,0,0,0.0494438097508559
"1076","Clay-Missouri","2014",0.615617797186702,1,0,0.430058510479912
"1081","Clay-Tennessee","2007",3.85284205100414e-05,0,0,1
"1082","Clay-Tennessee","2008",0.00186391573786125,0,0,3.85284205100414e-05
