,GC,lat,long,Date,User,county
1,GCKQXH,45.77832,-65.77532,2019-06-17,cogsweba,Kings-New Brunswick
2,GCKQXH,45.77832,-65.77532,2016-10-01,Team BikeFast,Kings-New Brunswick
3,GCKQXH,45.77832,-65.77532,2016-06-08,The Major Family,Kings-New Brunswick
4,GCKQXH,45.77832,-65.77532,2015-08-02,Tetagoucher,Kings-New Brunswick
5,GCKQXH,45.77832,-65.77532,2013-08-04,K57,Kings-New Brunswick
6,GCKQXH,45.77832,-65.77532,2012-06-17,sussexace,Kings-New Brunswick
7,GCKQXH,45.77832,-65.77532,2012-06-17,vfrgirl,Kings-New Brunswick
8,GCKQXH,45.77832,-65.77532,2012-01-10,incepit,Kings-New Brunswick
9,GCKQXH,45.77832,-65.77532,2012-01-10,markirene,Kings-New Brunswick
10,GCKQXH,45.77832,-65.77532,2012-01-10,Rev Slippery,Kings-New Brunswick
11,GCKQXH,45.77832,-65.77532,2011-07-15,GEDCanada,Kings-New Brunswick
12,GCKQXH,45.77832,-65.77532,2011-07-15,Team BikeFast,Kings-New Brunswick
13,GCKQXH,45.77832,-65.77532,2011-07-15,KFDCanada&GEDCanada,Kings-New Brunswick
14,GCKQXH,45.77832,-65.77532,2010-08-08,SuperheroInTraining,Kings-New Brunswick
15,GCKQXH,45.77832,-65.77532,2010-07-28,avardmac,Kings-New Brunswick
16,GCKQXH,45.77832,-65.77532,2010-05-26,ajlong,Kings-New Brunswick
17,GCKQXH,45.77832,-65.77532,2009-07-05,mud in the face,Kings-New Brunswick
18,GCKQXH,45.77832,-65.77532,2008-12-13,ZeMartelo,Kings-New Brunswick
19,GCKQXH,45.77832,-65.77532,2008-09-05,The Major Family,Kings-New Brunswick
20,GCKQXH,45.77832,-65.77532,2008-07-20,Olive_Girl,Kings-New Brunswick
21,GCKQXH,45.77832,-65.77532,2008-07-20,Ol_eagle_eyes,Kings-New Brunswick
22,GCKQXH,45.77832,-65.77532,2008-06-10,DueEast,Kings-New Brunswick
23,GCKQXH,45.77832,-65.77532,2007-04-30,TLWTOC,Kings-New Brunswick
24,GCKQXH,45.77832,-65.77532,2007-04-30,DIGGER_52,Kings-New Brunswick
25,GCKQXH,45.77832,-65.77532,2006-12-31,Toadster,Kings-New Brunswick
26,GCKQXH,45.77832,-65.77532,2006-10-17,Creakers,Kings-New Brunswick
27,GCKQXH,45.77832,-65.77532,2006-07-19,KD_cachers,Kings-New Brunswick
28,GCKQXH,45.77832,-65.77532,2006-05-06,Team BikeFast,Kings-New Brunswick
29,GCKQXH,45.77832,-65.77532,2006-04-16,MacRats,Kings-New Brunswick
30,GCKQXH,45.77832,-65.77532,2006-04-13,BEESKEEPER,Kings-New Brunswick
31,GCKQXH,45.77832,-65.77532,2006-04-01,bayseekers,Kings-New Brunswick
32,GCKQXH,45.77832,-65.77532,2005-11-20,The Lab Rat,Kings-New Brunswick
33,GCKQXH,45.77832,-65.77532,2005-11-17,The Major Family,Kings-New Brunswick
34,GCKQXH,45.77832,-65.77532,2005-05-24,The Major Family,Kings-New Brunswick
35,GCKQXH,45.77832,-65.77532,2005-05-14,Marching Team,Kings-New Brunswick
36,GCKQXH,45.77832,-65.77532,2005-04-22,TheRetiredHiker&SpruceGum,Kings-New Brunswick
37,GCKQXH,45.77832,-65.77532,2004-11-06,DustyWalker,Kings-New Brunswick
38,GCKQXH,45.77832,-65.77532,2004-10-25,jim52,Kings-New Brunswick
39,GCKQXH,45.77832,-65.77532,2004-10-24,family_circache,Kings-New Brunswick
40,GCKQXH,45.77832,-65.77532,2004-10-18,Doctor Livingstone,Kings-New Brunswick
41,GCKQXH,45.77832,-65.77532,2004-10-09,The Major Family,Kings-New Brunswick
42,GCKQXH,45.77832,-65.77532,2004-10-09,Red Witch,Kings-New Brunswick
43,GC3JEQA,43.63418,-79.9749,2019-02-17,kguppy,Halton Regional Municipality-Ontario
44,GC3JEQA,43.63418,-79.9749,2018-09-29,zananoelis,Halton Regional Municipality-Ontario
45,GC3JEQA,43.63418,-79.9749,2018-09-16,mmsm,Halton Regional Municipality-Ontario
46,GC3JEQA,43.63418,-79.9749,2018-08-11,Scouters Fred and Brenda,Halton Regional Municipality-Ontario
47,GC3JEQA,43.63418,-79.9749,2017-03-10,Desafio,Halton Regional Municipality-Ontario
48,GC3JEQA,43.63418,-79.9749,2017-03-05,JayJayCache,Halton Regional Municipality-Ontario
49,GC3JEQA,43.63418,-79.9749,2017-03-05,Bug Finders,Halton Regional Municipality-Ontario
50,GC3JEQA,43.63418,-79.9749,2016-10-11,Joe Loescher,Halton Regional Municipality-Ontario
51,GC3JEQA,43.63418,-79.9749,2016-09-11,betweenhereandthere,Halton Regional Municipality-Ontario
52,GC3JEQA,43.63418,-79.9749,2016-07-02,KayTeeAre,Halton Regional Municipality-Ontario
53,GC3JEQA,43.63418,-79.9749,2016-04-18,ktemJohn,Halton Regional Municipality-Ontario
54,GC3JEQA,43.63418,-79.9749,2016-04-18,drdrkxz,Halton Regional Municipality-Ontario
55,GC3JEQA,43.63418,-79.9749,2016-01-23,Ragtops,Halton Regional Municipality-Ontario
56,GC3JEQA,43.63418,-79.9749,2016-01-23,LadyJaime,Halton Regional Municipality-Ontario
57,GC3JEQA,43.63418,-79.9749,2016-01-23,Kreamer&BearsKrew,Halton Regional Municipality-Ontario
58,GC3JEQA,43.63418,-79.9749,2015-05-20,indigodave,Halton Regional Municipality-Ontario
59,GC3JEQA,43.63418,-79.9749,2015-05-20,By Way,Halton Regional Municipality-Ontario
60,GC3JEQA,43.63418,-79.9749,2015-05-20,bruce iroquoia,Halton Regional Municipality-Ontario
61,GC3JEQA,43.63418,-79.9749,2014-11-25,Zorkmid,Halton Regional Municipality-Ontario
