"","a","dist","rho","theta","loglikelhood"
"2987","0.7","85","0.5","1",-1329.38699978015
"2988","0.7","85","0.5","1.2",-1329.46293602888
"2989","0.7","85","0.5","1.4",-1329.50178162345
"2990","0.7","85","0.5","1.6",-1329.52117565536
"2991","0.7","85","0.5","1.8",-1329.53071141973
"2992","0.7","85","0.5","2",-1329.53535383748
"2993","0.7","85","0.6","0.6",-1328.79477316913
"2994","0.7","85","0.6","0.8",-1328.99976142271
"2995","0.7","85","0.6","1",-1329.11780556977
"2996","0.7","85","0.6","1.2",-1329.18074952509
"2997","0.7","85","0.6","1.4",-1329.21296414127
"2998","0.7","85","0.6","1.6",-1329.22905560025
"2999","0.7","85","0.6","1.8",-1329.23697137036
"3000","0.7","85","0.6","2",-1329.24082726629
"3001","0.7","85","0.7","0.6",-1328.64227831201
"3002","0.7","85","0.7","0.8",-1328.80176457033
"3003","0.7","85","0.7","1",-1328.89364830351
"3004","0.7","85","0.7","1.2",-1328.94266774394
"3005","0.7","85","0.7","1.4",-1328.96776956943
"3006","0.7","85","0.7","1.6",-1328.98031490824
"3007","0.7","85","0.7","1.8",-1328.98649004104
"3008","0.7","85","0.7","2",-1328.98949958895
"3009","0.7","85","0.8","0.6",-1328.55032587966
"3010","0.7","85","0.8","0.8",-1328.66088154977
"3011","0.7","85","0.8","1",-1328.72460869385
"3012","0.7","85","0.8","1.2",-1328.75862621991
"3013","0.7","85","0.8","1.4",-1328.77605639637
"3014","0.7","85","0.8","1.6",-1328.78477349727
"3015","0.7","85","0.8","1.8",-1328.78906675353
"3016","0.7","85","0.8","2",-1328.79116062531
"3017","0.7","85","0.9","0.6",-1328.53375617324
"3018","0.7","85","0.9","0.8",-1328.59139023294
"3019","0.7","85","0.9","1",-1328.62463171263
"3020","0.7","85","0.9","1.2",-1328.64238758312
"3021","0.7","85","0.9","1.4",-1328.651491994
"3022","0.7","85","0.9","1.6",-1328.65604841664
"3023","0.7","85","0.9","1.8",-1328.65829423843
"3024","0.7","85","0.9","2",-1328.65939031702
"3025","0.7","95","0.1","0.6",-1330.23215829074
"3026","0.7","95","0.1","0.8",-1330.61050037196
"3027","0.7","95","0.1","1",-1330.82273722477
"3028","0.7","95","0.1","1.2",-1330.93309426128
"3029","0.7","95","0.1","1.4",-1330.9881914616
"3030","0.7","95","0.1","1.6",-1331.0150437729
"3031","0.7","95","0.1","1.8",-1331.0279337109
"3032","0.7","95","0.1","2",-1331.03406084685
"3033","0.7","95","0.2","0.6",-1329.88552624875
"3034","0.7","95","0.2","0.8",-1330.23150069848
"3035","0.7","95","0.2","1",-1330.42562511662
"3036","0.7","95","0.2","1.2",-1330.52659054301
"3037","0.7","95","0.2","1.4",-1330.57701295434
"3038","0.7","95","0.2","1.6",-1330.60159411155
"3039","0.7","95","0.2","1.8",-1330.61339721473
"3040","0.7","95","0.2","2",-1330.61900937569
"3041","0.7","95","0.3","0.6",-1329.56786984331
"3042","0.7","95","0.3","0.8",-1329.87972572813
"3043","0.7","95","0.3","1",-1330.05475415541
"3044","0.7","95","0.3","1.2",-1330.14581516702
"3045","0.7","95","0.3","1.4",-1330.19130624516
"3046","0.7","95","0.3","1.6",-1330.21349076075
"3047","0.7","95","0.3","1.8",-1330.22414684173
"3048","0.7","95","0.3","2",-1330.22921531735
"3049","0.7","95","0.4","0.6",-1329.2820783103
"3050","0.7","95","0.4","0.8",-1329.55785179395
"3051","0.7","95","0.4","1",-1329.71267785588
"3052","0.7","95","0.4","1.2",-1329.7932565844
"3053","0.7","95","0.4","1.4",-1329.83352617589
"3054","0.7","95","0.4","1.6",-1329.85317190044
"3055","0.7","95","0.4","1.8",-1329.862612141
"3056","0.7","95","0.4","2",-1329.86710407463
"3057","0.7","95","0.5","0.6",-1329.03223152091
"3058","0.7","95","0.5","0.8",-1329.26971079752
"3059","0.7","95","0.5","1",-1329.40308569748
"3060","0.7","95","0.5","1.2",-1329.47252795632
"3061","0.7","95","0.5","1.4",-1329.50724684435
"3062","0.7","95","0.5","1.6",-1329.52419207749
"3063","0.7","95","0.5","1.8",-1329.53233819441
"3064","0.7","95","0.5","2",-1329.53621612414
"3065","0.7","95","0.6","0.6",-1328.82396007159
"3066","0.7","95","0.6","0.8",-1329.02064013189
"3067","0.7","95","0.6","1",-1329.13114642803
"3068","0.7","95","0.6","1.2",-1329.18870799149
"3069","0.7","95","0.6","1.4",-1329.21750086563
"3070","0.7","95","0.6","1.6",-1329.23156076054
"3071","0.7","95","0.6","1.8",-1329.23832313732
"3072","0.7","95","0.6","2",-1329.24154409667
"3073","0.7","95","0.7","0.6",-1328.66500380087
"3074","0.7","95","0.7","0.8",-1328.81802694493
"3075","0.7","95","0.7","1",-1328.90404422606
"3076","0.7","95","0.7","1.2",-1328.94887272693
"3077","0.7","95","0.7","1.4",-1328.97130845956
"3078","0.7","95","0.7","1.6",-1328.98227019931
"3079","0.7","95","0.7","1.8",-1328.98754570825
"3080","0.7","95","0.7","2",-1328.990059783
"3081","0.7","95","0.8","0.6",-1328.56609265575
"3082","0.7","95","0.8","0.8",-1328.67216889801
"3083","0.7","95","0.8","1",-1328.73182797382
"3084","0.7","95","0.8","1.2",-1328.76293762863
"3085","0.7","95","0.8","1.4",-1328.77851693631
"3086","0.7","95","0.8","1.6",-1328.78613378501
"3087","0.7","95","0.8","1.8",-1328.7898017313
"3088","0.7","95","0.8","2",-1328.79155076914
"3089","0.7","95","0.9","0.6",-1328.5419835065
"3090","0.7","95","0.9","0.8",-1328.59728310357
"3091","0.7","95","0.9","1",-1328.62840287397
"3092","0.7","95","0.9","1.2",-1328.64464127376
"3093","0.7","95","0.9","1.4",-1328.65277915073
"3094","0.7","95","0.9","1.6",-1328.65676042901
"3095","0.7","95","0.9","1.8",-1328.65867918294
"3096","0.7","95","0.9","2",-1328.65959482059
"3097","0.7","105","0.1","0.6",-1330.2794181763
"3098","0.7","105","0.1","0.8",-1330.64356883797
"3099","0.7","105","0.1","1",-1330.84339622333
"3100","0.7","105","0.1","1.2",-1330.94514038849
"3101","0.7","105","0.1","1.4",-1330.99490211151
"3102","0.7","105","0.1","1.6",-1331.0186648111
"3103","0.7","105","0.1","1.8",-1331.02984289388
"3104","0.7","105","0.1","2",-1331.03505019617
"3105","0.7","105","0.2","0.6",-1329.92876050055
"3106","0.7","105","0.2","0.8",-1330.26175729705
"3107","0.7","105","0.2","1",-1330.44453179437
"3108","0.7","105","0.2","1.2",-1330.53761774762
"3109","0.7","105","0.2","1.4",-1330.58315776027
"3110","0.7","105","0.2","1.6",-1330.6049107117
"3111","0.7","105","0.2","1.8",-1330.61514639324
"3112","0.7","105","0.2","2",-1330.6199160652
"3113","0.7","105","0.3","0.6",-1329.60685846397
"3114","0.7","105","0.3","0.8",-1329.90701692036
"3115","0.7","105","0.3","1",-1330.07181210746
"3116","0.7","105","0.3","1.2",-1330.15576723181
"3117","0.7","105","0.3","1.4",-1330.19685370069
"3118","0.7","105","0.3","1.6",-1330.21648603848
"3119","0.7","105","0.3","1.8",-1330.22572701848
"3120","0.7","105","0.3","2",-1330.23003464964
"3121","0.7","105","0.4","0.6",-1329.31657379227
"3122","0.7","105","0.4","0.8",-1329.58200371709
"3123","0.7","105","0.4","1",-1329.72777833019
"3124","0.7","105","0.4","1.2",-1329.80206962836
"3125","0.7","105","0.4","1.4",-1329.83844052451
"3126","0.7","105","0.4","1.6",-1329.85582633177
"3127","0.7","105","0.4","1.8",-1329.86401309658
"3128","0.7","105","0.4","2",-1329.86783071813
"3129","0.7","105","0.5","0.6",-1329.0619541237
"3130","0.7","105","0.5","0.8",-1329.29052674343
"3131","0.7","105","0.5","1",-1329.41610510327
"3132","0.7","105","0.5","1.2",-1329.4801294841
"3133","0.7","105","0.5","1.4",-1329.51148734194
"3134","0.7","105","0.5","1.6",-1329.52648364854
"3135","0.7","105","0.5","1.8",-1329.5335481158
"3136","0.7","105","0.5","2",-1329.5368440291
"3137","0.7","105","0.6","0.6",-1328.84859211959
"3138","0.7","105","0.6","0.8",-1329.03789664166
"3139","0.7","105","0.6","1",-1329.14194387584
"3140","0.7","105","0.6","1.2",-1329.195015251
"3141","0.7","105","0.6","1.4",-1329.22102099483
"3142","0.7","105","0.6","1.6",-1329.23346383741
"3143","0.7","105","0.6","1.8",-1329.23932852679
"3144","0.7","105","0.6","2",-1329.24206604842
"3145","0.7","105","0.7","0.6",-1328.68418228394
"3146","0.7","105","0.7","0.8",-1328.83146774219
"3147","0.7","105","0.7","1",-1328.91245806434
"3148","0.7","105","0.7","1.2",-1328.95379003367
"3149","0.7","105","0.7","1.4",-1328.97405445729
"3150","0.7","105","0.7","1.6",-1328.98375562279
"3151","0.7","105","0.7","1.8",-1328.98833084252
"3152","0.7","105","0.7","2",-1328.99046762735
"3153","0.7","105","0.8","0.6",-1328.57939806706
"3154","0.7","105","0.8","0.8",-1328.68149779361
"3155","0.7","105","0.8","1",-1328.73767074431
"3156","0.7","105","0.8","1.2",-1328.76635436203
"3157","0.7","105","0.8","1.4",-1328.78042617787
"3158","0.7","105","0.8","1.6",-1328.7871671358
"3159","0.7","105","0.8","1.8",-1328.79034829464
"3160","0.7","105","0.8","2",-1328.79183498723
"3161","0.7","105","0.9","0.6",-1328.54892631301
"3162","0.7","105","0.9","0.8",-1328.60215314402
"3163","0.7","105","0.9","1",-1328.63145510026
"3164","0.7","105","0.9","1.2",-1328.64642728091
"3165","0.7","105","0.9","1.4",-1328.65377763119
"3166","0.7","105","0.9","1.6",-1328.65730140857
"3167","0.7","105","0.9","1.8",-1328.65896546897
"3168","0.7","105","0.9","2",-1328.65974381601
"3169","0.9","5","0.1","0.6",-1327.28921491221
"3170","0.9","5","0.1","0.8",-1327.47445302803
"3171","0.9","5","0.1","1",-1327.83103000362
"3172","0.9","5","0.1","1.2",-1328.24074898674
"3173","0.9","5","0.1","1.4",-1328.64614305752
"3174","0.9","5","0.1","1.6",-1329.021020141
"3175","0.9","5","0.1","1.8",-1329.35527927843
"3176","0.9","5","0.1","2",-1329.64698724785
"3177","0.9","5","0.2","0.6",-1327.29133213145
"3178","0.9","5","0.2","0.8",-1327.45928990519
"3179","0.9","5","0.2","1",-1327.78364480551
"3180","0.9","5","0.2","1.2",-1328.15662909165
"3181","0.9","5","0.2","1.4",-1328.52582323925
"3182","0.9","5","0.2","1.6",-1328.86732090535
"3183","0.9","5","0.2","1.8",-1329.1718895827
"3184","0.9","5","0.2","2",-1329.4377452331
"3185","0.9","5","0.3","0.6",-1327.32873912989
"3186","0.9","5","0.3","0.8",-1327.47870622569
"3187","0.9","5","0.3","1",-1327.76936939235
"3188","0.9","5","0.3","1.2",-1328.10390390786
"3189","0.9","5","0.3","1.4",-1328.43518957749
"3190","0.9","5","0.3","1.6",-1328.74172171081
"3191","0.9","5","0.3","1.8",-1329.01518044223
"3192","0.9","5","0.3","2",-1329.2539417256
"3193","0.9","5","0.4","0.6",-1327.40474559067
"3194","0.9","5","0.4","0.8",-1327.53597222255
"3195","0.9","5","0.4","1",-1327.79134675589
"3196","0.9","5","0.4","1.2",-1328.08555568028
"3197","0.9","5","0.4","1.4",-1328.37705727296
"3198","0.9","5","0.4","1.6",-1328.646876746
"3199","0.9","5","0.4","1.8",-1328.88765912714
"3200","0.9","5","0.4","2",-1329.09795141723
"3201","0.9","5","0.5","0.6",-1327.52351794471
"3202","0.9","5","0.5","0.8",-1327.63520860135
"3203","0.9","5","0.5","1",-1327.8535521457
"3204","0.9","5","0.5","1.2",-1328.10537521756
"3205","0.9","5","0.5","1.4",-1328.35502473804
"3206","0.9","5","0.5","1.6",-1328.58620090052
"3207","0.9","5","0.5","1.8",-1328.79257140726
"3208","0.9","5","0.5","2",-1328.97286853092
"3209","0.9","5","0.6","0.6",-1327.69030044614
"3210","0.9","5","0.6","0.8",-1327.78160788782
"3211","0.9","5","0.6","1",-1327.96100940159
"3212","0.9","5","0.6","1.2",-1328.16817236326
"3213","0.9","5","0.6","1.4",-1328.37367979744
"3214","0.9","5","0.6","1.6",-1328.56406852112
"3215","0.9","5","0.6","1.8",-1328.73409534389
"3216","0.9","5","0.6","2",-1328.88269563025
"3217","0.9","5","0.7","0.6",-1327.91172951753
"3218","0.9","5","0.7","0.8",-1327.98174753139
"3219","0.9","5","0.7","1",-1328.12009918392
"3220","0.9","5","0.7","1.2",-1328.28007790652
"3221","0.9","5","0.7","1.4",-1328.43889212589
"3222","0.9","5","0.7","1.6",-1328.58609916193
"3223","0.9","5","0.7","1.8",-1328.71762091896
"3224","0.9","5","0.7","2",-1328.83261606599
"3225","0.9","5","0.8","0.6",-1328.19531026721
"3226","0.9","5","0.8","0.8",-1328.24306249335
"3227","0.9","5","0.8","1",-1328.3380202092
"3228","0.9","5","0.8","1.2",-1328.44798943719
"3229","0.9","5","0.8","1.4",-1328.55724630867
"3230","0.9","5","0.8","1.6",-1328.65957612863
"3231","0.9","5","0.8","1.8",-1328.7501575753
"3232","0.9","5","0.8","2",-1328.82939362588
"3233","0.9","5","0.9","0.6",-1328.55458840534
"3234","0.9","5","0.9","0.8",-1328.57903361456
"3235","0.9","5","0.9","1",-1328.62799038743
"3236","0.9","5","0.9","1.2",-1328.68478236174
"3237","0.9","5","0.9","1.4",-1328.74125695577
"3238","0.9","5","0.9","1.6",-1328.79366834617
"3239","0.9","5","0.9","1.8",-1328.84054430003
"3240","0.9","5","0.9","2",-1328.88157040197
"3241","0.9","15","0.1","0.6",-1329.24242150591
"3242","0.9","15","0.1","0.8",-1329.71781990274
"3243","0.9","15","0.1","1",-1330.14080835751
"3244","0.9","15","0.1","1.2",-1330.47248684368
"3245","0.9","15","0.1","1.4",-1330.71755563019
"3246","0.9","15","0.1","1.6",-1330.89277267127
"3247","0.9","15","0.1","1.8",-1331.01558075314
"3248","0.9","15","0.1","2",-1331.1005728618
"3249","0.9","15","0.2","0.6",-1329.07198492335
"3250","0.9","15","0.2","0.8",-1329.50479354526
"3251","0.9","15","0.2","1",-1329.88998911678
"3252","0.9","15","0.2","1.2",-1330.19209327197
"3253","0.9","15","0.2","1.4",-1330.41535498223
"3254","0.9","15","0.2","1.6",-1330.57501445073
"3255","0.9","15","0.2","1.8",-1330.68694369848
"3256","0.9","15","0.2","2",-1330.76442498936
"3257","0.9","15","0.3","0.6",-1328.92844052704
"3258","0.9","15","0.3","0.8",-1329.31668550903
"3259","0.9","15","0.3","1",-1329.66232533736
"3260","0.9","15","0.3","1.2",-1329.93346982718
"3261","0.9","15","0.3","1.4",-1330.13389831961
"3262","0.9","15","0.3","1.6",-1330.27726441489
"3263","0.9","15","0.3","1.8",-1330.37779729086
"3264","0.9","15","0.3","2",-1330.44740850441
"3265","0.9","15","0.4","0.6",-1328.81419763692
"3266","0.9","15","0.4","0.8",-1329.15570986107
"3267","0.9","15","0.4","1",-1329.45985113655
"3268","0.9","15","0.4","1.2",-1329.69850534445
"3269","0.9","15","0.4","1.4",-1329.87496423438
"3270","0.9","15","0.4","1.6",-1330.00122038634
"3271","0.9","15","0.4","1.8",-1330.0897812313
"3272","0.9","15","0.4","2",-1330.15112149205
"3273","0.9","15","0.5","0.6",-1328.73238894645
"3274","0.9","15","0.5","0.8",-1329.02477599038
"3275","0.9","15","0.5","1",-1329.28527015403
"3276","0.9","15","0.5","1.2",-1329.48973737032
"3277","0.9","15","0.5","1.4",-1329.64096444176
"3278","0.9","15","0.5","1.6",-1329.74920135525
"3279","0.9","15","0.5","1.8",-1329.82514838895
"3280","0.9","15","0.5","2",-1329.87776998317
"3281","0.9","15","0.6","0.6",-1328.68705672936
"3282","0.9","15","0.6","0.8",-1328.92766765739
"3283","0.9","15","0.6","1",-1329.14212787179
"3284","0.9","15","0.6","1.2",-1329.31051985964
"3285","0.9","15","0.6","1.4",-1329.43510737853
"3286","0.9","15","0.6","1.6",-1329.52430950644
"3287","0.9","15","0.6","1.8",-1329.58692353014
"3288","0.9","15","0.6","2",-1329.63032378718
"3289","0.9","15","0.7","0.6",-1328.68342212851
"3290","0.9","15","0.7","0.8",-1328.86930371075
"3291","0.9","15","0.7","1",-1329.0350641916
"3292","0.9","15","0.7","1.2",-1329.16526775307
"3293","0.9","15","0.7","1.4",-1329.26163753169
"3294","0.9","15","0.7","1.6",-1329.33066379222
"3295","0.9","15","0.7","1.8",-1329.37913586718
"3296","0.9","15","0.7","2",-1329.41274831446
"3297","0.9","15","0.8","0.6",-1328.727283858
"3298","0.9","15","0.8","0.8",-1328.85511952344
"3299","0.9","15","0.8","1",-1328.96917983331
"3300","0.9","15","0.8","1.2",-1329.05881508515
"3301","0.9","15","0.8","1.4",-1329.12518181614
"3302","0.9","15","0.8","1.6",-1329.17274155523
"3303","0.9","15","0.8","1.8",-1329.20615520452
"3304","0.9","15","0.8","2",-1329.22933769998
"3305","0.9","15","0.9","0.6",-1328.83019091906
"3306","0.9","15","0.9","0.8",-1328.89624637709
"3307","0.9","15","0.9","1",-1328.95521977226
"3308","0.9","15","0.9","1.2",-1329.00158520931
"3309","0.9","15","0.9","1.4",-1329.03593342483
"3310","0.9","15","0.9","1.6",-1329.06055891101
"3311","0.9","15","0.9","1.8",-1329.07786863761
"3312","0.9","15","0.9","2",-1329.08988415186
"3313","0.9","25","0.1","0.6",-1329.78658493303
"3314","0.9","25","0.1","0.8",-1330.24566728223
"3315","0.9","25","0.1","1",-1330.59881476121
"3316","0.9","25","0.1","1.2",-1330.84425067025
"3317","0.9","25","0.1","1.4",-1331.00642330545
"3318","0.9","25","0.1","1.6",-1331.11053050144
"3319","0.9","25","0.1","1.8",-1331.17618328968
"3320","0.9","25","0.1","2",-1331.21711401385
"3321","0.9","25","0.2","0.6",-1329.56783850527
"3322","0.9","25","0.2","0.8",-1329.98582465886
"3323","0.9","25","0.2","1",-1330.30742435479
"3324","0.9","25","0.2","1.2",-1330.53097837553
"3325","0.9","25","0.2","1.4",-1330.6787239683
"3326","0.9","25","0.2","1.6",-1330.77359143086
"3327","0.9","25","0.2","1.8",-1330.83343194239
"3328","0.9","25","0.2","2",-1330.87074828533
"3329","0.9","25","0.3","0.6",-1329.37368198605
"3330","0.9","25","0.3","0.8",-1329.74866939591
"3331","0.9","25","0.3","1",-1330.03725338897
"3332","0.9","25","0.3","1.2",-1330.23790287725
"3333","0.9","25","0.3","1.4",-1330.37054378443
"3334","0.9","25","0.3","1.6",-1330.45573492774
"3335","0.9","25","0.3","1.8",-1330.5094866485
"3336","0.9","25","0.3","2",-1330.54301559907
"3337","0.9","25","0.4","0.6",-1329.20628099652
"3338","0.9","25","0.4","0.8",-1329.5361732097
"3339","0.9","25","0.4","1",-1329.79012140109
"3340","0.9","25","0.4","1.2",-1329.96673526212
"3341","0.9","25","0.4","1.4",-1330.08351965639
"3342","0.9","25","0.4","1.6",-1330.15854990221
"3343","0.9","25","0.4","1.8",-1330.20590435792
"3344","0.9","25","0.4","2",-1330.23545339674
"3345","0.9","25","0.5","0.6",-1329.06848680137
"3346","0.9","25","0.5","0.8",-1329.35096812914
"3347","0.9","25","0.5","1",-1329.5684866928
"3348","0.9","25","0.5","1.2",-1329.71980944579
"3349","0.9","25","0.5","1.4",-1329.81990181288
"3350","0.9","25","0.5","1.6",-1329.88422916893
"3351","0.9","25","0.5","1.8",-1329.92484378008
"3352","0.9","25","0.5","2",-1329.9501953097
"3353","0.9","25","0.6","0.6",-1328.96401609907
"3354","0.9","25","0.6","0.8",-1329.1965169099
"3355","0.9","25","0.6","1",-1329.37561077534
"3356","0.9","25","0.6","1.2",-1329.50024365141
"3357","0.9","25","0.6","1.4",-1329.58271133829
"3358","0.9","25","0.6","1.6",-1329.63573156829
"3359","0.9","25","0.6","1.8",-1329.66922023343
"3360","0.9","25","0.6","2",-1329.69013234126
"3361","0.9","25","0.7","0.6",-1328.89770820664
"3362","0.9","25","0.7","0.8",-1329.07736106228
"3363","0.9","25","0.7","1",-1329.21580050511
"3364","0.9","25","0.7","1.2",-1329.31217672507
"3365","0.9","25","0.7","1.4",-1329.37597289626
"3366","0.9","25","0.7","1.6",-1329.41700601687
"3367","0.9","25","0.7","1.8",-1329.44293478839
"3368","0.9","25","0.7","2",-1329.45913326967
"3369","0.9","25","0.8","0.6",-1328.87490179252
"3370","0.9","25","0.8","0.8",-1328.99848318496
"3371","0.9","25","0.8","1",-1329.09375516032
"3372","0.9","25","0.8","1.2",-1329.16010831096
"3373","0.9","25","0.8","1.4",-1329.20405051127
"3374","0.9","25","0.8","1.6",-1329.2323261424
"3375","0.9","25","0.8","1.8",-1329.2502025678
"3376","0.9","25","0.8","2",-1329.26137604605
"3377","0.9","25","0.9","0.6",-1328.9066104586
"3378","0.9","25","0.9","0.8",-1328.97048457455
"3379","0.9","25","0.9","1",-1329.01975023804
"3380","0.9","25","0.9","1.2",-1329.05407751273
"3381","0.9","25","0.9","1.4",-1329.07682152659
"3382","0.9","25","0.9","1.6",-1329.09146487703
"3383","0.9","25","0.9","1.8",-1329.10072754065
"3384","0.9","25","0.9","2",-1329.10652033387
"3385","0.9","35","0.1","0.6",-1330.06244735608
"3386","0.9","35","0.1","0.8",-1330.49145882463
"3387","0.9","35","0.1","1",-1330.79460440725
"3388","0.9","35","0.1","1.2",-1330.99002627648
"3389","0.9","35","0.1","1.4",-1331.11023645735
"3390","0.9","35","0.1","1.6",-1331.18219954016
"3391","0.9","35","0.1","1.8",-1331.22455870273
"3392","0.9","35","0.1","2",-1331.24922170721
"3393","0.9","35","0.2","0.6",-1329.81916924128
"3394","0.9","35","0.2","0.8",-1330.20978142259
"3395","0.9","35","0.2","1",-1330.48584620657
"3396","0.9","35","0.2","1.2",-1330.66384675125
"3397","0.9","35","0.2","1.4",-1330.7733649165
"3398","0.9","35","0.2","1.6",-1330.83894314386
"3399","0.9","35","0.2","1.8",-1330.87755355358
"3400","0.9","35","0.2","2",-1330.90003958723
"3401","0.9","35","0.3","0.6",-1329.5993219938
"3402","0.9","35","0.3","0.8",-1329.94975822753
"3403","0.9","35","0.3","1",-1330.19748400367
"3404","0.9","35","0.3","1.2",-1330.35724972164
"3405","0.9","35","0.3","1.4",-1330.45557388827
"3406","0.9","35","0.3","1.6",-1330.51446533931
"3407","0.9","35","0.3","1.8",-1330.54914868456
"3408","0.9","35","0.3","2",-1330.56935365183
"3409","0.9","35","0.4","0.6",-1329.40494633939
"3410","0.9","35","0.4","0.8",-1329.71324893784
"3411","0.9","35","0.4","1",-1329.93124602623
"3412","0.9","35","0.4","1.2",-1330.07187635948
"3413","0.9","35","0.4","1.4",-1330.15844944185
"3414","0.9","35","0.4","1.6",-1330.21031915002
"3415","0.9","35","0.4","1.8",-1330.24087686614
"3416","0.9","35","0.4","2",-1330.25868408716
"3417","0.9","35","0.5","0.6",-1329.23875289751
"3418","0.9","35","0.5","0.8",-1329.50275740707
"3419","0.9","35","0.5","1",-1329.68948603573
"3420","0.9","35","0.5","1.2",-1329.80998157464
"3421","0.9","35","0.5","1.4",-1329.88418370047
"3422","0.9","35","0.5","1.6",-1329.92865669564
"3423","0.9","35","0.5","1.8",-1329.95486633678
"3424","0.9","35","0.5","2",-1329.97014550436
"3425","0.9","35","0.6","0.6",-1329.10429498817
"3426","0.9","35","0.6","0.8",-1329.32159812411
"3427","0.9","35","0.6","1",-1329.47534548295
"3428","0.9","35","0.6","1.2",-1329.57459182653
"3429","0.9","35","0.6","1.4",-1329.63573118753
"3430","0.9","35","0.6","1.6",-1329.67238911431
"3431","0.9","35","0.6","1.8",-1329.69400162525
"3432","0.9","35","0.6","2",-1329.70660618844
"3433","0.9","35","0.7","0.6",-1329.00621987109
"3434","0.9","35","0.7","0.8",-1329.17413898678
"3435","0.9","35","0.7","1",-1329.2929893754
"3436","0.9","35","0.7","1.2",-1329.36973818588
"3437","0.9","35","0.7","1.4",-1329.41703752839
"3438","0.9","35","0.7","1.6",-1329.4454096575
"3439","0.9","35","0.7","1.8",-1329.46214471883
"3440","0.9","35","0.7","2",-1329.47190899702
"3441","0.9","35","0.8","0.6",-1328.94963763808
"3442","0.9","35","0.8","0.8",-1329.06515401709
"3443","0.9","35","0.8","1",-1329.14697140644
"3444","0.9","35","0.8","1.2",-1329.19979202029
"3445","0.9","35","0.8","1.4",-1329.23237411805
"3446","0.9","35","0.8","1.6",-1329.25192546766
"3447","0.9","35","0.8","1.8",-1329.26346435739
"3448","0.9","35","0.8","2",-1329.27019981858
"3449","0.9","35","0.9","0.6",-1328.94528961435
"3450","0.9","35","0.9","0.8",-1329.00500004326
"3451","0.9","35","0.9","1",-1329.04729867282
"3452","0.9","35","0.9","1.2",-1329.07463797414
"3453","0.9","35","0.9","1.4",-1329.09150309414
"3454","0.9","35","0.9","1.6",-1329.10162978551
"3455","0.9","35","0.9","1.8",-1329.10760930217
"3456","0.9","35","0.9","2",-1329.1111018965
"3457","0.9","45","0.1","0.6",-1330.23452550021
"3458","0.9","45","0.1","0.8",-1330.63608352039
"3459","0.9","45","0.1","1",-1330.90324045213
"3460","0.9","45","0.1","1.2",-1331.06626823941
"3461","0.9","45","0.1","1.4",-1331.16139465436
"3462","0.9","45","0.1","1.6",-1331.2154663089
"3463","0.9","45","0.1","1.8",-1331.24570352456
"3464","0.9","45","0.1","2",-1331.26243450714
"3465","0.9","45","0.2","0.6",-1329.97593147194
"3466","0.9","45","0.2","0.8",-1330.3415479976
"3467","0.9","45","0.2","1",-1330.58483925182
"3468","0.9","45","0.2","1.2",-1330.7333346317
"3469","0.9","45","0.2","1.4",-1330.82000148484
"3470","0.9","45","0.2","1.6",-1330.869276652
"3471","0.9","45","0.2","1.8",-1330.89683872057
"3472","0.9","45","0.2","2",-1330.91209346129
"3473","0.9","45","0.3","0.6",-1329.74004701408
"3474","0.9","45","0.3","0.8",-1330.06806057244
"3475","0.9","45","0.3","1",-1330.28637816288
"3476","0.9","45","0.3","1.2",-1330.4196629636
"3477","0.9","45","0.3","1.4",-1330.49747283538
"3478","0.9","45","0.3","1.6",-1330.54172486764
"3479","0.9","45","0.3","1.8",-1330.56648429194
"3480","0.9","45","0.3","2",-1330.58019203818
"3481","0.9","45","0.4","0.6",-1329.52883608065
"3482","0.9","45","0.4","0.8",-1329.8174149968
"3483","0.9","45","0.4","1",-1330.00953463098
"3484","0.9","45","0.4","1.2",-1330.12685757943
"3485","0.9","45","0.4","1.4",-1330.19536994496
"3486","0.9","45","0.4","1.6",-1330.2343471681
"3487","0.9","45","0.4","1.8",-1330.25616209705
"3488","0.9","45","0.4","2",-1330.26824353395
"3489","0.9","45","0.5","0.6",-1329.34492163878
"3490","0.9","45","0.5","0.8",-1329.59204024031
"3491","0.9","45","0.5","1",-1329.75660536993
"3492","0.9","45","0.5","1.2",-1329.85713248757
"3493","0.9","45","0.5","1.4",-1329.91585641139
"3494","0.9","45","0.5","1.6",-1329.94927626614
"3495","0.9","45","0.5","1.8",-1329.9679881677
"3496","0.9","45","0.5","2",-1329.97835486561
"3497","0.9","45","0.6","0.6",-1329.19175553715
"3498","0.9","45","0.6","0.8",-1329.39516405777
"3499","0.9","45","0.6","1",-1329.53066478696
"3500","0.9","45","0.6","1.2",-1329.61346616587
"3501","0.9","45","0.6","1.4",-1329.66185381044
"3502","0.9","45","0.6","1.6",-1329.68940201052
"3503","0.9","45","0.6","1.8",-1329.70483260912
"3504","0.9","45","0.6","2",-1329.71338497478
"3505","0.9","45","0.7","0.6",-1329.07386639289
"3506","0.9","45","0.7","0.8",-1329.23105244103
"3507","0.9","45","0.7","1",-1329.33579977728
"3508","0.9","45","0.7","1.2",-1329.39983341909
"3509","0.9","45","0.7","1.4",-1329.43726899002
"3510","0.9","45","0.7","1.6",-1329.4585916415
"3511","0.9","45","0.7","1.8",-1329.47054044901
"3512","0.9","45","0.7","2",-1329.4771661564
"3513","0.9","45","0.8","0.6",-1328.99622043039
