"","a","dist","rho","theta","loglikelhood"
"546","0.1","75","0.6","0.8",-1325.50276854151
"547","0.1","75","0.6","1",-1325.9978277308
"548","0.1","75","0.6","1.2",-1326.26660873408
"549","0.1","75","0.6","1.4",-1326.40655461422
"550","0.1","75","0.6","1.6",-1326.47763920499
"551","0.1","75","0.6","1.8",-1326.51319153916
"552","0.1","75","0.6","2",-1326.530795943
"553","0.1","75","0.7","0.6",-1325.33044406923
"554","0.1","75","0.7","0.8",-1326.04406526246
"555","0.1","75","0.7","1",-1326.46383911042
"556","0.1","75","0.7","1.2",-1326.69208684671
"557","0.1","75","0.7","1.4",-1326.8111102706
"558","0.1","75","0.7","1.6",-1326.87166100743
"559","0.1","75","0.7","1.8",-1326.9019920033
"560","0.1","75","0.7","2",-1326.91703428991
"561","0.1","75","0.8","0.6",-1326.996558348
"562","0.1","75","0.8","0.8",-1327.54621148663
"563","0.1","75","0.8","1",-1327.87018119431
"564","0.1","75","0.8","1.2",-1328.04669560915
"565","0.1","75","0.8","1.4",-1328.13893460282
"566","0.1","75","0.8","1.6",-1328.18595910183
"567","0.1","75","0.8","1.8",-1328.209564915
"568","0.1","75","0.8","2",-1328.2212970237
"569","0.1","75","0.9","0.6",-1330.68630429486
"570","0.1","75","0.9","0.8",-1331.01551789124
"571","0.1","75","0.9","1",-1331.21012079727
"572","0.1","75","0.9","1.2",-1331.31646661704
"573","0.1","75","0.9","1.4",-1331.37220979038
"574","0.1","75","0.9","1.6",-1331.40071770615
"575","0.1","75","0.9","1.8",-1331.4150737463
"576","0.1","75","0.9","2",-1331.42223143427
"577","0.1","85","0.1","0.6",-1326.91044979625
"578","0.1","85","0.1","0.8",-1328.09597650032
"579","0.1","85","0.1","1",-1328.77076889879
"580","0.1","85","0.1","1.2",-1329.12628218155
"581","0.1","85","0.1","1.4",-1329.30600204883
"582","0.1","85","0.1","1.6",-1329.39466131586
"583","0.1","85","0.1","1.8",-1329.43773580293
"584","0.1","85","0.1","2",-1329.4584588814
"585","0.1","85","0.2","0.6",-1326.11388625146
"586","0.1","85","0.2","0.8",-1327.24253842058
"587","0.1","85","0.2","1",-1327.88517619911
"588","0.1","85","0.2","1.2",-1328.22386876192
"589","0.1","85","0.2","1.4",-1328.39514719674
"590","0.1","85","0.2","1.6",-1328.47967211299
"591","0.1","85","0.2","1.8",-1328.52075232856
"592","0.1","85","0.2","2",-1328.54052234437
"593","0.1","85","0.3","0.6",-1325.45307339102
"594","0.1","85","0.3","0.8",-1326.51777033516
"595","0.1","85","0.3","1",-1327.12429681612
"596","0.1","85","0.3","1.2",-1327.44412244115
"597","0.1","85","0.3","1.4",-1327.60594449761
"598","0.1","85","0.3","1.6",-1327.68584437142
"599","0.1","85","0.3","1.8",-1327.72469647639
"600","0.1","85","0.3","2",-1327.74340374555
"601","0.1","85","0.4","0.6",-1324.96266876587
"602","0.1","85","0.4","0.8",-1325.95427338461
"603","0.1","85","0.4","1",-1326.51954103387
"604","0.1","85","0.4","1.2",-1326.81781563686
"605","0.1","85","0.4","1.4",-1326.96883894796
"606","0.1","85","0.4","1.6",-1327.04345899822
"607","0.1","85","0.4","1.8",-1327.07976889225
"608","0.1","85","0.4","2",-1327.09726385169
"609","0.1","85","0.5","0.6",-1324.70612478212
"610","0.1","85","0.5","0.8",-1325.61269299703
"611","0.1","85","0.5","1",-1326.12993578753
"612","0.1","85","0.5","1.2",-1326.40311198753
"613","0.1","85","0.5","1.4",-1326.54155231706
"614","0.1","85","0.5","1.6",-1326.61001736177
"615","0.1","85","0.5","1.8",-1326.64336234445
"616","0.1","85","0.5","2",-1326.65944309272
"617","0.1","85","0.6","0.6",-1324.79694884618
"618","0.1","85","0.6","0.8",-1325.60244894591
"619","0.1","85","0.6","1",-1326.06254425806
"620","0.1","85","0.6","1.2",-1326.30581720526
"621","0.1","85","0.6","1.4",-1326.42924737484
"622","0.1","85","0.6","1.6",-1326.49036094327
"623","0.1","85","0.6","1.8",-1326.52016051866
"624","0.1","85","0.6","2",-1326.53454833956
"625","0.1","85","0.7","0.6",-1325.44671266283
"626","0.1","85","0.7","0.8",-1326.12874489387
"627","0.1","85","0.7","1",-1326.51888975402
"628","0.1","85","0.7","1.2",-1326.72548711007
"629","0.1","85","0.7","1.4",-1326.8304701912
"630","0.1","85","0.7","1.6",-1326.88253083395
"631","0.1","85","0.7","1.8",-1326.90795565278
"632","0.1","85","0.7","2",-1326.92025027264
"633","0.1","85","0.8","0.6",-1327.08637614806
"634","0.1","85","0.8","0.8",-1327.61173174915
"635","0.1","85","0.8","1",-1327.91285398273
"636","0.1","85","0.8","1.2",-1328.07263688185
"637","0.1","85","0.8","1.4",-1328.15400200177
"638","0.1","85","0.8","1.6",-1328.19443649558
"639","0.1","85","0.8","1.8",-1328.21422572161
"640","0.1","85","0.8","2",-1328.22381580657
"641","0.1","85","0.9","0.6",-1330.7403330782
"642","0.1","85","0.9","0.8",-1331.05502319328
"643","0.1","85","0.9","1",-1331.23591937457
"644","0.1","85","0.9","1.2",-1331.33219566067
"645","0.1","85","0.9","1.4",-1331.38137339455
"646","0.1","85","0.9","1.6",-1331.40588941069
"647","0.1","85","0.9","1.8",-1331.41792609502
"648","0.1","85","0.9","2",-1331.42377773938
"649","0.1","95","0.1","0.6",-1327.07644520251
"650","0.1","95","0.1","0.8",-1328.21361982942
"651","0.1","95","0.1","1",-1328.84513836396
"652","0.1","95","0.1","1.2",-1329.17013858234
"653","0.1","95","0.1","1.4",-1329.33070491335
"654","0.1","95","0.1","1.6",-1329.40813801796
"655","0.1","95","0.1","1.8",-1329.44492024896
"656","0.1","95","0.1","2",-1329.46222340432
"657","0.1","95","0.2","0.6",-1326.27201198972
"658","0.1","95","0.2","0.8",-1327.35462892794
"659","0.1","95","0.2","1",-1327.95605524783
"660","0.1","95","0.2","1.2",-1328.26568011689
"661","0.1","95","0.2","1.4",-1328.41870568408
"662","0.1","95","0.2","1.6",-1328.4925286751
"663","0.1","95","0.2","1.8",-1328.52760816692
"664","0.1","95","0.2","2",-1328.5441158259
"665","0.1","95","0.3","0.6",-1325.60235550593
"666","0.1","95","0.3","0.8",-1326.62363041051
"667","0.1","95","0.3","1",-1327.19126524879
"668","0.1","95","0.3","1.2",-1327.48364564037
"669","0.1","95","0.3","1.4",-1327.62822459082
"670","0.1","95","0.3","1.6",-1327.69800915486
"671","0.1","95","0.3","1.8",-1327.7311867463
"672","0.1","95","0.3","2",-1327.74680720105
"673","0.1","95","0.4","0.6",-1325.10184097439
"674","0.1","95","0.4","0.8",-1326.05301462068
"675","0.1","95","0.4","1",-1326.58204315477
"676","0.1","95","0.4","1.2",-1326.85472658793
"677","0.1","95","0.4","1.4",-1326.98966021694
"678","0.1","95","0.4","1.6",-1327.05483496399
"679","0.1","95","0.4","1.8",-1327.08584212802
"680","0.1","95","0.4","2",-1327.10045075435
"681","0.1","95","0.5","0.6",-1324.83352152229
"682","0.1","95","0.5","0.8",-1325.70314106347
"683","0.1","95","0.5","1",-1326.18723328945
"684","0.1","95","0.5","1.2",-1326.43697764864
"685","0.1","95","0.5","1.4",-1326.56067246413
"686","0.1","95","0.5","1.6",-1326.62047298401
"687","0.1","95","0.5","1.8",-1326.64894914956
"688","0.1","95","0.5","2",-1326.6623773688
"689","0.1","95","0.6","0.6",-1324.91032240218
"690","0.1","95","0.6","0.8",-1325.68301319982
"691","0.1","95","0.6","1",-1326.11363239064
"692","0.1","95","0.6","1.2",-1326.3360459491
"693","0.1","95","0.6","1.4",-1326.44633344177
"694","0.1","95","0.6","1.6",-1326.49971500651
"695","0.1","95","0.6","1.8",-1326.5251645163
"696","0.1","95","0.6","2",-1326.5371794844
"697","0.1","95","0.7","0.6",-1325.54290597446
"698","0.1","95","0.7","0.8",-1326.19718181974
"699","0.1","95","0.7","1",-1326.56234616479
"700","0.1","95","0.7","1.2",-1326.75123737439
"701","0.1","95","0.7","1.4",-1326.84504666542
"702","0.1","95","0.7","1.6",-1326.89052312279
"703","0.1","95","0.7","1.8",-1326.91223761743
"704","0.1","95","0.7","2",-1326.92250527685
"705","0.1","95","0.8","0.6",-1327.16067928576
"706","0.1","95","0.8","0.8",-1327.66468087373
"707","0.1","95","0.8","1",-1327.94653797232
"708","0.1","95","0.8","1.2",-1328.09263629837
"709","0.1","95","0.8","1.4",-1328.16534636202
"710","0.1","95","0.8","1.6",-1328.20066977506
"711","0.1","95","0.8","1.8",-1328.21757243814
"712","0.1","95","0.8","2",-1328.2255819385
"713","0.1","95","0.9","0.6",-1330.78502352866
"714","0.1","95","0.9","0.8",-1331.08694576582
"715","0.1","95","0.9","1",-1331.25628244219
"716","0.1","95","0.9","1.2",-1331.34432134503
"717","0.1","95","0.9","1.4",-1331.38827259012
"718","0.1","95","0.9","1.6",-1331.40969203526
"719","0.1","95","0.9","1.8",-1331.41997412689
"720","0.1","95","0.9","2",-1331.42486188162
"721","0.1","105","0.1","0.6",-1327.21660263227
"722","0.1","105","0.1","0.8",-1328.31088705788
"723","0.1","105","0.1","1",-1328.90534321803
"724","0.1","105","0.1","1.2",-1329.20489899488
"725","0.1","105","0.1","1.4",-1329.34987377224
"726","0.1","105","0.1","1.6",-1329.41837633744
"727","0.1","105","0.1","1.8",-1329.45026366535
"728","0.1","105","0.1","2",-1329.46496459628
"729","0.1","105","0.2","0.6",-1326.40552080938
"730","0.1","105","0.2","0.8",-1327.44730318459
"731","0.1","105","0.2","1",-1328.01343386053
"732","0.1","105","0.2","1.2",-1328.29881917197
"733","0.1","105","0.2","1.4",-1328.43698653523
"734","0.1","105","0.2","1.6",-1328.50229595654
"735","0.1","105","0.2","1.8",-1328.5327073372
"736","0.1","105","0.2","2",-1328.54673240591
"737","0.1","105","0.3","0.6",-1325.72839408381
"738","0.1","105","0.3","0.8",-1326.7111516329
"739","0.1","105","0.3","1",-1327.24547735839
"740","0.1","105","0.3","1.2",-1327.51497082964
"741","0.1","105","0.3","1.4",-1327.64551330891
"742","0.1","105","0.3","1.6",-1327.70725083914
"743","0.1","105","0.3","1.8",-1327.73601386975
"744","0.1","105","0.3","2",-1327.74928543405
"745","0.1","105","0.4","0.6",-1325.21933982508
"746","0.1","105","0.4","0.8",-1326.13464832322
"747","0.1","105","0.4","1",-1326.63263902345
"748","0.1","105","0.4","1.2",-1326.88398117658
"749","0.1","105","0.4","1.4",-1327.00581698032
"750","0.1","105","0.4","1.6",-1327.06347717117
"751","0.1","105","0.4","1.8",-1327.09035919459
"752","0.1","105","0.4","2",-1327.10277130559
"753","0.1","105","0.5","0.6",-1324.94107433439
"754","0.1","105","0.5","0.8",-1325.77791644079
"755","0.1","105","0.5","1",-1326.23361505021
"756","0.1","105","0.5","1.2",-1326.46381852537
"757","0.1","105","0.5","1.4",-1326.57550900211
"758","0.1","105","0.5","1.6",-1326.62841608229
"759","0.1","105","0.5","1.8",-1326.65310445721
"760","0.1","105","0.5","2",-1326.66451384644
"761","0.1","105","0.6","0.6",-1325.00603233653
"762","0.1","105","0.6","0.8",-1325.74961516698
"763","0.1","105","0.6","1",-1326.15498696534
"764","0.1","105","0.6","1.2",-1326.36000382362
"765","0.1","105","0.6","1.4",-1326.45959142028
"766","0.1","105","0.6","1.6",-1326.5068212207
"767","0.1","105","0.6","1.8",-1326.52888618196
"768","0.1","105","0.6","2",-1326.53909535138
"769","0.1","105","0.7","0.6",-1325.62410794599
"770","0.1","105","0.7","0.8",-1326.25375610707
"771","0.1","105","0.7","1",-1326.59752222753
"772","0.1","105","0.7","1.2",-1326.77164558837
"773","0.1","105","0.7","1.4",-1326.8563573113
"774","0.1","105","0.7","1.6",-1326.8965947877
"775","0.1","105","0.7","1.8",-1326.9154224539
"776","0.1","105","0.7","2",-1326.92414722847
"777","0.1","105","0.8","0.6",-1327.22339584856
"778","0.1","105","0.8","0.8",-1327.70844976042
"779","0.1","105","0.8","1",-1327.97380274991
"780","0.1","105","0.8","1.2",-1328.10848634753
"781","0.1","105","0.8","1.4",-1328.174148853
"782","0.1","105","0.8","1.6",-1328.20540488345
"783","0.1","105","0.8","1.8",-1328.22006144305
"784","0.1","105","0.8","2",-1328.22686789447
"785","0.1","105","0.9","0.6",-1330.82274238411
"786","0.1","105","0.9","0.8",-1331.11333164876
"787","0.1","105","0.9","1",-1331.27276402708
"788","0.1","105","0.9","1.2",-1331.35393107509
"789","0.1","105","0.9","1.4",-1331.3936258434
"790","0.1","105","0.9","1.6",-1331.41258070144
"791","0.1","105","0.9","1.8",-1331.42149739375
"792","0.1","105","0.9","2",-1331.42565142074
"793","0.3","5","0.1","0.6",-1321.7942135235
"794","0.3","5","0.1","0.8",-1322.22289241189
"795","0.3","5","0.1","1",-1323.00216075043
"796","0.3","5","0.1","1.2",-1323.88400931856
"797","0.3","5","0.1","1.4",-1324.74916574703
"798","0.3","5","0.1","1.6",-1325.54418765861
"799","0.3","5","0.1","1.8",-1326.24928206129
"800","0.3","5","0.1","2",-1326.86158875183
"801","0.3","5","0.2","0.6",-1321.71806812671
"802","0.3","5","0.2","0.8",-1322.11460331616
"803","0.3","5","0.2","1",-1322.83855966218
"804","0.3","5","0.2","1.2",-1323.65873392279
"805","0.3","5","0.2","1.4",-1324.46385195829
"806","0.3","5","0.2","1.6",-1325.20400282249
"807","0.3","5","0.2","1.8",-1325.86065372999
"808","0.3","5","0.2","2",-1326.43106788723
"809","0.3","5","0.3","0.6",-1321.75232081604
"810","0.3","5","0.3","0.8",-1322.11398136853
"811","0.3","5","0.3","1",-1322.77778733779
"812","0.3","5","0.3","1.2",-1323.53086525612
"813","0.3","5","0.3","1.4",-1324.27066508965
"814","0.3","5","0.3","1.6",-1324.95112614611
"815","0.3","5","0.3","1.8",-1325.5550873966
"816","0.3","5","0.3","2",-1326.07994498879
"817","0.3","5","0.4","0.6",-1321.91628009197
"818","0.3","5","0.4","0.8",-1322.24002473574
"819","0.3","5","0.4","1",-1322.83807366547
"820","0.3","5","0.4","1.2",-1323.51769834536
"821","0.3","5","0.4","1.4",-1324.18594592466
"822","0.3","5","0.4","1.6",-1324.80099549592
"823","0.3","5","0.4","1.8",-1325.34719995627
"824","0.3","5","0.4","2",-1325.82210820662
"825","0.3","5","0.5","0.6",-1322.23817282117
"826","0.3","5","0.5","0.8",-1322.52056181337
"827","0.3","5","0.5","1",-1323.0462694333
"828","0.3","5","0.5","1.2",-1323.64489822702
"829","0.3","5","0.5","1.4",-1324.23415196558
"830","0.3","5","0.5","1.6",-1324.77692726792
"831","0.3","5","0.5","1.8",-1325.25927352775
"832","0.3","5","0.5","2",-1325.67892151513
"833","0.3","5","0.6","0.6",-1322.7594338366
"834","0.3","5","0.6","0.8",-1322.99651914661
"835","0.3","5","0.6","1",-1323.44203253366
"836","0.3","5","0.6","1.2",-1323.95057945884
"837","0.3","5","0.6","1.4",-1324.45182379816
"838","0.3","5","0.6","1.6",-1324.91397622505
"839","0.3","5","0.6","1.8",-1325.32501235977
"840","0.3","5","0.6","2",-1325.68289181738
"841","0.3","5","0.7","0.6",-1323.54240350075
"842","0.3","5","0.7","0.8",-1323.72958561133
"843","0.3","5","0.7","1",-1324.08536099399
"844","0.3","5","0.7","1.2",-1324.49266955324
"845","0.3","5","0.7","1.4",-1324.89477164838
"846","0.3","5","0.7","1.6",-1325.26594679405
"847","0.3","5","0.7","1.8",-1325.59639733293
"848","0.3","5","0.7","2",-1325.884379406
"849","0.3","5","0.8","0.6",-1324.68501546088
"850","0.3","5","0.8","0.8",-1324.81685100904
"851","0.3","5","0.8","1",-1325.07101296837
"852","0.3","5","0.8","1.2",-1325.36304160555
"853","0.3","5","0.8","1.4",-1325.65190264203
"854","0.3","5","0.8","1.6",-1325.91892863211
"855","0.3","5","0.8","1.8",-1326.15694817786
"856","0.3","5","0.8","2",-1326.364614628
"857","0.3","5","0.9","0.6",-1326.35164050988
"858","0.3","5","0.9","0.8",-1326.42157561031
"859","0.3","5","0.9","1",-1326.55888094239
"860","0.3","5","0.9","1.2",-1326.7173604534
"861","0.3","5","0.9","1.4",-1326.87450642727
"862","0.3","5","0.9","1.6",-1327.02003453302
"863","0.3","5","0.9","1.8",-1327.1499534036
"864","0.3","5","0.9","2",-1327.26346657972
"865","0.3","15","0.1","0.6",-1325.88653297309
"866","0.3","15","0.1","0.8",-1326.90473018208
"867","0.3","15","0.1","1",-1327.80488014799
"868","0.3","15","0.1","1.2",-1328.50719016181
"869","0.3","15","0.1","1.4",-1329.02365637059
"870","0.3","15","0.1","1.6",-1329.39116703498
"871","0.3","15","0.1","1.8",-1329.64751727704
"872","0.3","15","0.1","2",-1329.82407225344
"873","0.3","15","0.2","0.6",-1325.53166927223
"874","0.3","15","0.2","0.8",-1326.47860347565
"875","0.3","15","0.2","1",-1327.31610390261
"876","0.3","15","0.2","1.2",-1327.96973740606
"877","0.3","15","0.2","1.4",-1328.45054783264
"878","0.3","15","0.2","1.6",-1328.79279065682
"879","0.3","15","0.2","1.8",-1329.03158892537
"880","0.3","15","0.2","2",-1329.19610869052
"881","0.3","15","0.3","0.6",-1325.26261209511
"882","0.3","15","0.3","0.8",-1326.13216779925
"883","0.3","15","0.3","1",-1326.90165083611
"884","0.3","15","0.3","1.2",-1327.50244306702
"885","0.3","15","0.3","1.4",-1327.94455878862
"886","0.3","15","0.3","1.6",-1328.25938516287
"887","0.3","15","0.3","1.8",-1328.47914778303
"888","0.3","15","0.3","2",-1328.6306160229
"889","0.3","15","0.4","0.6",-1325.09378178676
"890","0.3","15","0.4","0.8",-1325.87872669637
"891","0.3","15","0.4","1",-1326.57380503678
"892","0.3","15","0.4","1.2",-1327.11678282245
"893","0.3","15","0.4","1.4",-1327.5165504063
"894","0.3","15","0.4","1.6",-1327.80136460915
"895","0.3","15","0.4","1.8",-1328.00028057505
"896","0.3","15","0.4","2",-1328.13745373181
"897","0.3","15","0.5","0.6",-1325.0472333481
"898","0.3","15","0.5","0.8",-1325.73892817464
"899","0.3","15","0.5","1",-1326.3519328599
"900","0.3","15","0.5","1.2",-1326.83109762483
"901","0.3","15","0.5","1.4",-1327.18409548395
"902","0.3","15","0.5","1.6",-1327.4357433404
"903","0.3","15","0.5","1.8",-1327.61160719447
"904","0.3","15","0.5","2",-1327.73296221942
"905","0.3","15","0.6","0.6",-1325.15632680302
"906","0.3","15","0.6","0.8",-1325.74430374148
"907","0.3","15","0.6","1",-1326.26590119825
"908","0.3","15","0.6","1.2",-1326.67392577227
"909","0.3","15","0.6","1.4",-1326.97473459954
"910","0.3","15","0.6","1.6",-1327.18933717794
"911","0.3","15","0.6","1.8",-1327.33942670689
"912","0.3","15","0.6","2",-1327.44307778753
"913","0.3","15","0.7","0.6",-1325.47243830162
"914","0.3","15","0.7","0.8",-1325.94377306876
"915","0.3","15","0.7","1",-1326.36238991451
"916","0.3","15","0.7","1.2",-1326.69015740651
"917","0.3","15","0.7","1.4",-1326.93201137949
"918","0.3","15","0.7","1.6",-1327.10471015418
"919","0.3","15","0.7","1.8",-1327.22560535843
"920","0.3","15","0.7","2",-1327.3091744704
"921","0.3","15","0.8","0.6",-1326.07794939943
"922","0.3","15","0.8","0.8",-1326.41628142207
"923","0.3","15","0.8","1",-1326.71720154824
"924","0.3","15","0.8","1.2",-1326.95307846648
"925","0.3","15","0.8","1.4",-1327.12731604335
"926","0.3","15","0.8","1.6",-1327.2518698226
"927","0.3","15","0.8","1.8",-1327.33916107993
"928","0.3","15","0.8","2",-1327.39957178636
"929","0.3","15","0.9","0.6",-1327.11388681109
"930","0.3","15","0.9","0.8",-1327.29778953985
"931","0.3","15","0.9","1",-1327.46164608016
"932","0.3","15","0.9","1.2",-1327.590263724
"933","0.3","15","0.9","1.4",-1327.68539860355
"934","0.3","15","0.9","1.6",-1327.75349968581
"935","0.3","15","0.9","1.8",-1327.80129494601
"936","0.3","15","0.9","2",-1327.83442037946
"937","0.3","25","0.1","0.6",-1327.03248675769
"938","0.3","25","0.1","0.8",-1328.01268092248
"939","0.3","25","0.1","1",-1328.76280416851
"940","0.3","25","0.1","1.2",-1329.28167642081
"941","0.3","25","0.1","1.4",-1329.62289551118
"942","0.3","25","0.1","1.6",-1329.84087654996
"943","0.3","25","0.1","1.8",-1329.97766322027
"944","0.3","25","0.1","2",-1330.06251786298
"945","0.3","25","0.2","0.6",-1326.59882037059
"946","0.3","25","0.2","0.8",-1327.51051409929
"947","0.3","25","0.2","1",-1328.20844063244
"948","0.3","25","0.2","1.2",-1328.69135411981
"949","0.3","25","0.2","1.4",-1329.00902116983
"950","0.3","25","0.2","1.6",-1329.21202484326
"951","0.3","25","0.2","1.8",-1329.33945643821
"952","0.3","25","0.2","2",-1329.41853238593
"953","0.3","25","0.3","0.6",-1326.24414950202
"954","0.3","25","0.3","0.8",-1327.08150139434
"955","0.3","25","0.3","1",-1327.7227907342
"956","0.3","25","0.3","1.2",-1328.16668781416
"957","0.3","25","0.3","1.4",-1328.45881053282
"958","0.3","25","0.3","1.6",-1328.64557291136
"959","0.3","25","0.3","1.8",-1328.76285908117
"960","0.3","25","0.3","2",-1328.83567457982
"961","0.3","25","0.4","0.6",-1325.9815396801
"962","0.3","25","0.4","0.8",-1326.7376126478
"963","0.3","25","0.4","1",-1327.3169629479
"964","0.3","25","0.4","1.2",-1327.71818404013
"965","0.3","25","0.4","1.4",-1327.98235676916
"966","0.3","25","0.4","1.6",-1328.1513368153
"967","0.3","25","0.4","1.8",-1328.25751556296
"968","0.3","25","0.4","2",-1328.32347170828
"969","0.3","25","0.5","0.6",-1325.83134362207
"970","0.3","25","0.5","0.8",-1326.49782392799
"971","0.3","25","0.5","1",-1327.00885465192
"972","0.3","25","0.5","1.2",-1327.36297477763
"973","0.3","25","0.5","1.4",-1327.59627963637
"974","0.3","25","0.5","1.6",-1327.74561115514
