"","county","year","shareduserfoi","incidence","previousyear","previnf"
"5883","Trigg-Kentucky","2009",0.0225048531425261,0,0,0
"5884","Trigg-Kentucky","2010",0.0293021368003909,1,0,0.0225048531425261
"5893","Tucker-West Virginia","2007",0,0,0,0.516975542942715
"5894","Tucker-West Virginia","2008",0,0,0,0
"5895","Tucker-West Virginia","2009",0.0832314666507572,0,0,0
"5896","Tucker-West Virginia","2010",0.0328033166959446,1,0,0.0832314666507572
"5905","Ulster-New York","2007",0,1,0,0.174029660649898
"5917","Union-Georgia","2007",0,0,0,0.0238538850902029
"5918","Union-Georgia","2008",0,0,0,0
"5919","Union-Georgia","2009",0.0220222238988733,0,0,0
"5920","Union-Georgia","2010",0.00176835675619284,0,0,0.0220222238988733
"5921","Union-Georgia","2011",0.248694554729749,0,0,0.00176835675619284
"5922","Union-Georgia","2012",0.480280534953221,0,0,0.248694554729749
"5923","Union-Georgia","2013",1.01675135792964,0,0,0.480280534953221
"5924","Union-Georgia","2014",0.898788688736356,0,0,1.01675135792964
"5925","Union-Georgia","2015",1.1313499643881,0,0,0.898788688736356
"5926","Union-Georgia","2016",1.84442584141756,1,0,1.1313499643881
"5929","Union-Illinois","2007",0,0,0,0.778003133004898
"5930","Union-Illinois","2008",0,0,0,0
"5931","Union-Illinois","2009",0.00770779778417552,0,0,0
"5932","Union-Illinois","2010",0.0553398280462625,0,0,0.00770779778417552
"5933","Union-Illinois","2011",0.0375956624912011,0,0,0.0553398280462625
"5934","Union-Illinois","2012",0.403453587859738,0,0,0.0375956624912011
"5935","Union-Illinois","2013",0.457902627490294,0,0,0.403453587859738
"5936","Union-Illinois","2014",0.609627383911374,1,0,0.457902627490294
"5941","Union-Mississippi","2007",0,0,0,1.05612545454067
"5942","Union-Mississippi","2008",0,0,0,0
"5943","Union-Mississippi","2009",0.15174133038757,0,0,0
"5944","Union-Mississippi","2010",0.00506265932702404,0,0,0.15174133038757
"5945","Union-Mississippi","2011",0.0411684275673847,0,0,0.00506265932702404
"5946","Union-Mississippi","2012",0.105593372672406,0,0,0.0411684275673847
"5947","Union-Mississippi","2013",0.716220646861821,0,0,0.105593372672406
"5948","Union-Mississippi","2014",1.79052690150716,0,0,0.716220646861821
"5949","Union-Mississippi","2015",1.1831053724988,0,0,1.79052690150716
"5950","Union-Mississippi","2016",1.63949859300024,1,0,1.1831053724988
"5953","Union-Ohio","2007",0,0,0,1.07766259210077
"5954","Union-Ohio","2008",0,0,0,0
"5955","Union-Ohio","2009",0.0337420690588594,0,0,0
"5956","Union-Ohio","2010",0.0234052047428023,0,0,0.0337420690588594
"5957","Union-Ohio","2011",0.146552918464222,0,0,0.0234052047428023
"5958","Union-Ohio","2012",0.732007717184981,1,0,0.146552918464222
"5965","Union-South Carolina","2007",0,0,0,0.192892389721976
"5966","Union-South Carolina","2008",0,0,0,0
"5967","Union-South Carolina","2009",0.0194143366486297,0,0,0
"5968","Union-South Carolina","2010",0.004992582863271,0,0,0.0194143366486297
"5969","Union-South Carolina","2011",0.362406499064676,0,0,0.004992582863271
"5970","Union-South Carolina","2012",0.534209290859634,0,0,0.362406499064676
"5971","Union-South Carolina","2013",0.437302577615655,0,0,0.534209290859634
"5972","Union-South Carolina","2014",0.534235117141533,0,0,0.437302577615655
"5973","Union-South Carolina","2015",0.288715002285814,0,0,0.534235117141533
"5974","Union-South Carolina","2016",0.575548082578639,1,0,0.288715002285814
"5977","Union-Tennessee","2007",0,0,0,0.380680970087475
"5978","Union-Tennessee","2008",0,0,0,0
"5979","Union-Tennessee","2009",0.0152658980708198,0,0,0
"5980","Union-Tennessee","2010",0.00349003000291284,0,0,0.0152658980708198
"5981","Union-Tennessee","2011",0.41507770425794,0,0,0.00349003000291284
"5982","Union-Tennessee","2012",2.8260909257856,1,0,0.41507770425794
"5989","Val Verde-Texas","2007",0,0,0,1.62193626366637
"5990","Val Verde-Texas","2008",0,0,0,0
"5991","Val Verde-Texas","2009",0.000108626102592446,0,0,0
"5992","Val Verde-Texas","2010",3.01682377915509e-05,0,0,0.000108626102592446
"5993","Val Verde-Texas","2011",0.000292984785247002,0,0,3.01682377915509e-05
"5994","Val Verde-Texas","2012",0.216873793505857,0,0,0.000292984785247002
"5995","Val Verde-Texas","2013",0.163284381392718,0,0,0.216873793505857
"5996","Val Verde-Texas","2014",0.0558609685918411,0,0,0.163284381392718
"5997","Val Verde-Texas","2015",0.00182855669980448,0,0,0.0558609685918411
"5998","Val Verde-Texas","2016",0.0109233345749052,0,0,0.00182855669980448
"5999","Val Verde-Texas","2017",0.0287358387621424,0,0,0.0109233345749052
"6000","Val Verde-Texas","2018",0.127939431113828,1,0,0.0287358387621424
"6001","Van Buren-Iowa","2007",0,0,0,0.127939431113828
"6002","Van Buren-Iowa","2008",0,0,0,0
"6003","Van Buren-Iowa","2009",0.00143853916781975,0,0,0
"6004","Van Buren-Iowa","2010",0.00189149265747975,0,0,0.00143853916781975
"6005","Van Buren-Iowa","2011",0.0194817864147728,0,0,0.00189149265747975
"6006","Van Buren-Iowa","2012",0.0377018657914793,0,0,0.0194817864147728
"6007","Van Buren-Iowa","2013",0.0526626457080298,0,0,0.0377018657914793
"6008","Van Buren-Iowa","2014",0.0890672992850914,1,0,0.0526626457080298
"6013","Van Buren-Tennessee","2007",0,0,0,0.0580526385960922
"6014","Van Buren-Tennessee","2008",0,0,0,0
"6015","Van Buren-Tennessee","2009",0.0338942948076498,0,0,0
"6016","Van Buren-Tennessee","2010",0.00147287301265613,0,0,0.0338942948076498
"6017","Van Buren-Tennessee","2011",0.200014500825033,1,0,0.00147287301265613
"6025","Vermillion-Indiana","2007",0,0,0,0.356945067819651
"6026","Vermillion-Indiana","2008",0,0,0,0
"6027","Vermillion-Indiana","2009",0.0100769694945465,0,0,0
"6028","Vermillion-Indiana","2010",0.0121970124408933,0,0,0.0100769694945465
"6029","Vermillion-Indiana","2011",0.741573798930182,0,0,0.0121970124408933
"6030","Vermillion-Indiana","2012",1.07329282256445,0,0,0.741573798930182
"6031","Vermillion-Indiana","2013",1.08112770010518,1,0,1.07329282256445
"6037","Vernon-Wisconsin","2007",0,0,0,1.07926469948537
"6038","Vernon-Wisconsin","2008",0,0,0,0
"6039","Vernon-Wisconsin","2009",0.000417438792694474,0,0,0
"6040","Vernon-Wisconsin","2010",0.000410058394400294,0,0,0.000417438792694474
"6041","Vernon-Wisconsin","2011",0.00266513754961926,0,0,0.000410058394400294
"6042","Vernon-Wisconsin","2012",0.0271146343810721,0,0,0.00266513754961926
"6043","Vernon-Wisconsin","2013",0.0442542873334926,0,0,0.0271146343810721
"6044","Vernon-Wisconsin","2014",0.103279978203135,0,0,0.0442542873334926
"6045","Vernon-Wisconsin","2015",0.433654912629584,0,0,0.103279978203135
"6046","Vernon-Wisconsin","2016",0.0825287663758336,1,0,0.433654912629584
"6049","Victoria-New Brunswick","2007",0,0,0,0.0288327051141173
"6050","Victoria-New Brunswick","2008",0,0,0,0
"6051","Victoria-New Brunswick","2009",0.0405337693185861,0,0,0
"6052","Victoria-New Brunswick","2010",0.0519075011143506,0,0,0.0405337693185861
"6053","Victoria-New Brunswick","2011",0.838017918746361,0,0,0.0519075011143506
"6054","Victoria-New Brunswick","2012",1.95912418296785,0,0,0.838017918746361
"6055","Victoria-New Brunswick","2013",2.43038842241284,1,0,1.95912418296785
"6061","Victoria-Nova Scotia","2007",0,0,0,2.3662860868205
"6062","Victoria-Nova Scotia","2008",0,0,0,0
"6063","Victoria-Nova Scotia","2009",0.050922016514989,0,0,0
"6064","Victoria-Nova Scotia","2010",0.0599801343595056,0,0,0.050922016514989
"6065","Victoria-Nova Scotia","2011",0.0984835841034653,0,0,0.0599801343595056
"6066","Victoria-Nova Scotia","2012",0.311342462155207,0,0,0.0984835841034653
"6067","Victoria-Nova Scotia","2013",0.0624215328585336,0,0,0.311342462155207
"6068","Victoria-Nova Scotia","2014",0.121861639252057,0,0,0.0624215328585336
"6069","Victoria-Nova Scotia","2015",0.266516085715601,1,0,0.121861639252057
"6073","Victoria-Texas","2007",0,0,0,0.152116647705953
"6074","Victoria-Texas","2008",0,0,0,0
"6075","Victoria-Texas","2009",0.000517568767507787,0,0,0
"6076","Victoria-Texas","2010",9.93775145511166e-05,0,0,0.000517568767507787
"6077","Victoria-Texas","2011",0.00103836487186596,0,0,9.93775145511166e-05
"6078","Victoria-Texas","2012",1.16846302796311,0,0,0.00103836487186596
"6079","Victoria-Texas","2013",0.8789137486579,0,0,1.16846302796311
"6080","Victoria-Texas","2014",0.298977535009718,0,0,0.8789137486579
"6081","Victoria-Texas","2015",0.0069759958224008,0,0,0.298977535009718
"6082","Victoria-Texas","2016",0.0100952015022513,0,0,0.0069759958224008
"6083","Victoria-Texas","2017",0.0148657110304183,0,0,0.0100952015022513
"6084","Victoria-Texas","2018",0.457598305994642,1,0,0.0148657110304183
"6085","Wabasha-Minnesota","2007",0,0,0,0.457598305994642
"6086","Wabasha-Minnesota","2008",0,0,0,0
"6087","Wabasha-Minnesota","2009",0.00023755972494863,0,0,0
"6088","Wabasha-Minnesota","2010",0.000231122636892924,0,0,0.00023755972494863
"6089","Wabasha-Minnesota","2011",0.00131634747839825,0,0,0.000231122636892924
"6090","Wabasha-Minnesota","2012",0.030247266492058,0,0,0.00131634747839825
"6091","Wabasha-Minnesota","2013",0.0127463331465803,0,0,0.030247266492058
"6092","Wabasha-Minnesota","2014",0.0364925083331223,0,0,0.0127463331465803
"6093","Wabasha-Minnesota","2015",0.0922654817573085,0,0,0.0364925083331223
"6094","Wabasha-Minnesota","2016",0.0583012669083523,0,0,0.0922654817573085
"6095","Wabasha-Minnesota","2017",0.376149937494456,1,0,0.0583012669083523
"6097","Walker-Georgia","2007",0,0,0,0.0323638731976487
"6098","Walker-Georgia","2008",0,0,0,0
"6099","Walker-Georgia","2009",0.0465561732550395,0,0,0
"6100","Walker-Georgia","2010",0.000993341946951033,0,0,0.0465561732550395
"6101","Walker-Georgia","2011",0.265430680505079,0,0,0.000993341946951033
"6102","Walker-Georgia","2012",0.184782245887794,1,0,0.265430680505079
"6109","Warren-Kentucky","2007",0,0,0,0.316020119206108
"6110","Warren-Kentucky","2008",0,0,0,0
"6111","Warren-Kentucky","2009",0.0135515419629303,0,0,0
"6112","Warren-Kentucky","2010",0.00593730766355819,0,0,0.0135515419629303
"6113","Warren-Kentucky","2011",0.0797333422297593,0,0,0.00593730766355819
"6114","Warren-Kentucky","2012",0.248710045664431,1,0,0.0797333422297593
"6121","Warren-Missouri","2007",0,0,0,0.296908447106602
"6122","Warren-Missouri","2008",0,0,0,0
"6123","Warren-Missouri","2009",0.0014025764399935,0,0,0
"6124","Warren-Missouri","2010",0.00293400015917896,0,0,0.0014025764399935
"6125","Warren-Missouri","2011",0.0202976223344127,0,0,0.00293400015917896
"6126","Warren-Missouri","2012",0.031813241810274,0,0,0.0202976223344127
"6127","Warren-Missouri","2013",0.0394616597945963,0,0,0.031813241810274
"6128","Warren-Missouri","2014",0.0544805790411844,0,0,0.0394616597945963
"6129","Warren-Missouri","2015",0.121519900687683,1,0,0.0544805790411844
"6133","Warren-New Jersey","2007",0,0,0,0.065772941633194
"6134","Warren-New Jersey","2008",0,1,0,0
"6145","Warren-New York","2007",0,1,0,0.0440085521787576
"6157","Warren-Ohio","2007",0,0,0,0.0155154344954768
"6158","Warren-Ohio","2008",0,0,0,0
"6159","Warren-Ohio","2009",0.0274696658686528,0,0,0
"6160","Warren-Ohio","2010",0.0154697643177989,0,0,0.0274696658686528
"6161","Warren-Ohio","2011",0.286173082084789,0,0,0.0154697643177989
"6162","Warren-Ohio","2012",1.83487642558549,1,0,0.286173082084789
"6169","Warren-Pennsylvania","2007",0,0,0,0.335142691437132
"6170","Warren-Pennsylvania","2008",0,0,0,0
"6171","Warren-Pennsylvania","2009",0.470367811415545,0,0,0
"6172","Warren-Pennsylvania","2010",0.525872239198834,0,0,0.470367811415545
"6173","Warren-Pennsylvania","2011",1.97424046358573,1,0,0.525872239198834
"6181","Warren-Tennessee","2007",0,0,0,0.618443653914067
"6182","Warren-Tennessee","2008",0,0,0,0
"6183","Warren-Tennessee","2009",0.0288099750191312,0,0,0
"6184","Warren-Tennessee","2010",0.00148213203287879,0,0,0.0288099750191312
"6185","Warren-Tennessee","2011",0.14547189214495,0,0,0.00148213203287879
"6186","Warren-Tennessee","2012",0.220818979341558,1,0,0.14547189214495
"6193","Washington-Arkansas","2007",0,0,0,0.29088991214276
"6194","Washington-Arkansas","2008",0,0,0,0
"6195","Washington-Arkansas","2009",0.000641304612479621,0,0,0
"6196","Washington-Arkansas","2010",0.000321099337439799,0,0,0.000641304612479621
"6197","Washington-Arkansas","2011",0.00536081337007265,0,0,0.000321099337439799
"6198","Washington-Arkansas","2012",0.00430301055404125,0,0,0.00536081337007265
"6199","Washington-Arkansas","2013",0.0080730359733702,0,0,0.00430301055404125
"6200","Washington-Arkansas","2014",0.0121677802456533,0,0,0.0080730359733702
"6201","Washington-Arkansas","2015",0.018185896387651,1,0,0.0121677802456533
"6205","Washington-Indiana","2007",0,0,0,0.181968174393592
"6206","Washington-Indiana","2008",0,0,0,0
"6207","Washington-Indiana","2009",0.00696905623657888,0,0,0
"6208","Washington-Indiana","2010",0.00540956759244258,1,0,0.00696905623657888
"6217","Washington-Maryland","2007",0,0,0,0.548280469138932
"6218","Washington-Maryland","2008",0,0,0,0
"6219","Washington-Maryland","2009",0.138770373500371,0,0,0
"6220","Washington-Maryland","2010",0.0507658518108599,1,0,0.138770373500371
"6229","Washington-Minnesota","2007",0,0,0,0.171493588919299
"6230","Washington-Minnesota","2008",0,0,0,0
"6231","Washington-Minnesota","2009",0.000163125163229495,0,0,0
"6232","Washington-Minnesota","2010",0.000157902924634352,0,0,0.000163125163229495
"6233","Washington-Minnesota","2011",0.00077101197611434,0,0,0.000157902924634352
"6234","Washington-Minnesota","2012",0.0347252340649664,0,0,0.00077101197611434
"6235","Washington-Minnesota","2013",0.00861508329292846,0,0,0.0347252340649664
"6236","Washington-Minnesota","2014",0.0278604965001558,0,0,0.00861508329292846
"6237","Washington-Minnesota","2015",0.0502997896505573,1,0,0.0278604965001558
"6241","Washington-Missouri","2007",0,0,0,0.0361081626008741
"6242","Washington-Missouri","2008",0,0,0,0
"6243","Washington-Missouri","2009",0.00206678508168659,0,0,0
"6244","Washington-Missouri","2010",0.00463415769504745,0,0,0.00206678508168659
"6245","Washington-Missouri","2011",0.0204121261996108,0,0,0.00463415769504745
"6246","Washington-Missouri","2012",0.0391521268128238,1,0,0.0204121261996108
"6253","Washington-New York","2007",0,0,0,0.105430202492919
"6254","Washington-New York","2008",0,1,0,0
"6265","Washington-Vermont","2007",0,0,0,0.0124279703392919
"6266","Washington-Vermont","2008",0,1,0,0
"6277","Washington-Wisconsin","2007",0,0,0,0.0156814216530853
"6278","Washington-Wisconsin","2008",0,0,0,0
"6279","Washington-Wisconsin","2009",0.00268903461668386,0,0,0
"6280","Washington-Wisconsin","2010",0.00262553571728485,0,0,0.00268903461668386
"6281","Washington-Wisconsin","2011",0.0139836211021104,0,0,0.00262553571728485
"6282","Washington-Wisconsin","2012",0.0689358497603152,0,0,0.0139836211021104
"6283","Washington-Wisconsin","2013",0.0538114837574728,0,0,0.0689358497603152
"6284","Washington-Wisconsin","2014",0.12791470958133,0,0,0.0538114837574728
"6285","Washington-Wisconsin","2015",0.326561251456962,0,0,0.12791470958133
"6286","Washington-Wisconsin","2016",0.0958439441353676,1,0,0.326561251456962
"6289","Wayne-Kentucky","2007",0,0,0,0.066561219968913
"6290","Wayne-Kentucky","2008",0,0,0,0
"6291","Wayne-Kentucky","2009",0.0140131972761095,0,0,0
"6292","Wayne-Kentucky","2010",0.00329540533678449,0,0,0.0140131972761095
"6293","Wayne-Kentucky","2011",0.160939132098038,1,0,0.00329540533678449
"6301","Wayne-Mississippi","2007",0,0,0,0.610488605286842
"6302","Wayne-Mississippi","2008",0,0,0,0
"6303","Wayne-Mississippi","2009",0.021625767535702,0,0,0
"6304","Wayne-Mississippi","2010",0.00111878698764448,0,0,0.021625767535702
"6305","Wayne-Mississippi","2011",0.0232193054285424,0,0,0.00111878698764448
"6306","Wayne-Mississippi","2012",0.0488883172878095,0,0,0.0232193054285424
"6307","Wayne-Mississippi","2013",0.125624238017573,0,0,0.0488883172878095
"6308","Wayne-Mississippi","2014",0.269198357407096,0,0,0.125624238017573
"6309","Wayne-Mississippi","2015",0.198002778803677,0,0,0.269198357407096
"6310","Wayne-Mississippi","2016",0.268121967661111,1,0,0.198002778803677
"6313","Wayne-Ohio","2007",0,0,0,0.170626446425225
"6314","Wayne-Ohio","2008",0,0,0,0
"6315","Wayne-Ohio","2009",0.04500670452168,0,0,0
"6316","Wayne-Ohio","2010",0.0381497307649309,0,0,0.04500670452168
"6317","Wayne-Ohio","2011",0.147383900099539,0,0,0.0381497307649309
"6318","Wayne-Ohio","2012",0.726458613651326,1,0,0.147383900099539
"6325","Wayne-Tennessee","2007",0,0,0,0.212766580487351
"6326","Wayne-Tennessee","2008",0,0,0,0
"6327","Wayne-Tennessee","2009",0.0303934078081436,0,0,0
"6328","Wayne-Tennessee","2010",0.00325898446165789,0,0,0.0303934078081436
"6329","Wayne-Tennessee","2011",0.0352629498243554,0,0,0.00325898446165789
"6330","Wayne-Tennessee","2012",0.10916328867734,0,0,0.0352629498243554
"6331","Wayne-Tennessee","2013",0.451079225691127,1,0,0.10916328867734
"6337","Webster-Iowa","2007",0,0,0,0.458245871015098
"6338","Webster-Iowa","2008",0,0,0,0
"6339","Webster-Iowa","2009",0.00099612544657934,0,0,0
"6340","Webster-Iowa","2010",0.000999382281878012,0,0,0.00099612544657934
"6341","Webster-Iowa","2011",0.00868979323350806,0,0,0.000999382281878012
"6342","Webster-Iowa","2012",0.0350299658998188,0,0,0.00868979323350806
"6343","Webster-Iowa","2013",0.117808063819843,0,0,0.0350299658998188
"6344","Webster-Iowa","2014",0.217150834362683,0,0,0.117808063819843
"6345","Webster-Iowa","2015",0.263275686330197,1,0,0.217150834362683
"6349","Wellington-Ontario","2007",0,0,0,0.102161794915682
"6350","Wellington-Ontario","2008",0,0,0,0
"6351","Wellington-Ontario","2009",0.24229857231391,0,0,0
"6352","Wellington-Ontario","2010",0.286130642030462,0,0,0.24229857231391
"6353","Wellington-Ontario","2011",0.231765533603446,1,0,0.286130642030462
"6361","Westmoreland-Pennsylvania","2007",0,0,0,0.128455849485292
"6362","Westmoreland-Pennsylvania","2008",0,0,0,0
"6363","Westmoreland-Pennsylvania","2009",0.0938212660477873,0,0,0
"6364","Westmoreland-Pennsylvania","2010",0.0583213005722053,1,0,0.0938212660477873
"6373","Westmorland-New Brunswick","2007",0,0,0,0.295880451525113
"6374","Westmorland-New Brunswick","2008",0,0,0,0
"6375","Westmorland-New Brunswick","2009",0.257392744276366,0,0,0
"6376","Westmorland-New Brunswick","2010",0.288723544006746,0,0,0.257392744276366
"6377","Westmorland-New Brunswick","2011",0.414375869204091,1,0,0.288723544006746
"6385","Wetzel-West Virginia","2007",0,0,0,1.55888821263404
"6386","Wetzel-West Virginia","2008",0,0,0,0
"6387","Wetzel-West Virginia","2009",0.0932471439667957,0,0,0
"6388","Wetzel-West Virginia","2010",0.0491689477954461,0,0,0.0932471439667957
"6389","Wetzel-West Virginia","2011",0.191239537222125,0,0,0.0491689477954461
"6390","Wetzel-West Virginia","2012",0.406860524625852,0,0,0.191239537222125
"6391","Wetzel-West Virginia","2013",0.225821641837091,0,0,0.406860524625852
"6392","Wetzel-West Virginia","2014",0.257126558013463,0,0,0.225821641837091
"6393","Wetzel-West Virginia","2015",0.290192563034492,1,0,0.257126558013463
"6397","Wheeler-Texas","2007",0,0,0,0.237649634799677
"6398","Wheeler-Texas","2008",0,0,0,0
"6399","Wheeler-Texas","2009",0.000145291794808367,0,0,0
