"","county","year","shareduserfoi","incidence","previousyear","previnf"
"5174","Rockingham-New Hampshire","2008",0,0,0,0
"5175","Rockingham-New Hampshire","2009",0.0113636820523326,0,0,0
"5176","Rockingham-New Hampshire","2010",0.00837215754195504,1,0,0.0113636820523326
"5185","Rockingham-Virginia","2007",0,0,0,0.0205049408955165
"5186","Rockingham-Virginia","2008",0,1,0,0
"5197","Rooks-Kansas","2007",0,0,0,0.273072464348475
"5198","Rooks-Kansas","2008",0,0,0,0
"5199","Rooks-Kansas","2009",0.000711054338775119,0,0,0
"5200","Rooks-Kansas","2010",0.000513818011357809,0,0,0.000711054338775119
"5201","Rooks-Kansas","2011",0.00597047270716673,0,0,0.000513818011357809
"5202","Rooks-Kansas","2012",0.0113889862012425,0,0,0.00597047270716673
"5203","Rooks-Kansas","2013",0.1124969182935,0,0,0.0113889862012425
"5204","Rooks-Kansas","2014",0.185380037701374,0,0,0.1124969182935
"5205","Rooks-Kansas","2015",0.129066263703949,0,0,0.185380037701374
"5206","Rooks-Kansas","2016",0.423536914601706,0,0,0.129066263703949
"5207","Rooks-Kansas","2017",0.191774512404716,0,0,0.423536914601706
"5208","Rooks-Kansas","2018",0.155359076491953,1,0,0.191774512404716
"5209","Rowan-North Carolina","2007",0,0,0,0.155359076491953
"5210","Rowan-North Carolina","2008",0,0,0,0
"5211","Rowan-North Carolina","2009",0.0831628885296226,0,0,0
"5212","Rowan-North Carolina","2010",0.0218398743645483,0,0,0.0831628885296226
"5213","Rowan-North Carolina","2011",0.368984205591028,0,0,0.0218398743645483
"5214","Rowan-North Carolina","2012",0.676174001273747,0,0,0.368984205591028
"5215","Rowan-North Carolina","2013",0.455871161961929,0,0,0.676174001273747
"5216","Rowan-North Carolina","2014",0.590582087472434,0,0,0.455871161961929
"5217","Rowan-North Carolina","2015",0.315016229563069,0,0,0.590582087472434
"5218","Rowan-North Carolina","2016",0.65637152735371,0,0,0.315016229563069
"5219","Rowan-North Carolina","2017",0.416897239324595,0,0,0.65637152735371
"5220","Rowan-North Carolina","2018",0.430143412285096,1,0,0.416897239324595
"5221","Russell-Virginia","2007",0,0,0,0.430143412285096
"5222","Russell-Virginia","2008",0,0,0,0
"5223","Russell-Virginia","2009",0.0905468390484038,0,0,0
"5224","Russell-Virginia","2010",0.030194688349262,1,0,0.0905468390484038
"5233","Rutherford-North Carolina","2007",0,0,0,0.629083626827535
"5234","Rutherford-North Carolina","2008",0,0,0,0
"5235","Rutherford-North Carolina","2009",0.0253907912173476,0,0,0
"5236","Rutherford-North Carolina","2010",0.00694568646284518,0,0,0.0253907912173476
"5237","Rutherford-North Carolina","2011",0.258875265608413,0,0,0.00694568646284518
"5238","Rutherford-North Carolina","2012",1.05275843949504,1,0,0.258875265608413
"5245","Rutland-Vermont","2007",0,1,0,0.374495142758189
"5257","Saint John-New Brunswick","2007",0,0,0,0.0118034018391133
"5258","Saint John-New Brunswick","2008",0,0,0,0
"5259","Saint John-New Brunswick","2009",0.0713696721141036,0,0,0
"5260","Saint John-New Brunswick","2010",0.0982246484112653,1,0,0.0713696721141036
"5269","Saline-Illinois","2007",0,0,0,0.803752503393375
"5270","Saline-Illinois","2008",0,0,0,0
"5271","Saline-Illinois","2009",0.00878570860193601,0,0,0
"5272","Saline-Illinois","2010",0.112243031777367,0,0,0.00878570860193601
"5273","Saline-Illinois","2011",0.0804935926939928,0,0,0.112243031777367
"5274","Saline-Illinois","2012",0.416153981150165,0,0,0.0804935926939928
"5275","Saline-Illinois","2013",0.281169567115356,0,0,0.416153981150165
"5276","Saline-Illinois","2014",0.561762545665856,1,0,0.281169567115356
"5281","San Saba-Texas","2007",0,0,0,0.949037759037974
"5282","San Saba-Texas","2008",0,0,0,0
"5283","San Saba-Texas","2009",0.000230349061124249,0,0,0
"5284","San Saba-Texas","2010",6.0183067961137e-05,0,0,0.000230349061124249
"5285","San Saba-Texas","2011",0.00058931783694266,0,0,6.0183067961137e-05
"5286","San Saba-Texas","2012",0.833060485146876,0,0,0.00058931783694266
"5287","San Saba-Texas","2013",0.626121864353562,0,0,0.833060485146876
"5288","San Saba-Texas","2014",0.211667523493783,0,0,0.626121864353562
"5289","San Saba-Texas","2015",0.00381909927895672,0,0,0.211667523493783
"5290","San Saba-Texas","2016",0.0196243755765377,0,0,0.00381909927895672
"5291","San Saba-Texas","2017",0.0509011371934171,0,0,0.0196243755765377
"5292","San Saba-Texas","2018",0.39525733791854,1,0,0.0509011371934171
"5293","Sandusky-Ohio","2007",0,0,0,0.39525733791854
"5294","Sandusky-Ohio","2008",0,0,0,0
"5295","Sandusky-Ohio","2009",0.0587388061865388,0,0,0
"5296","Sandusky-Ohio","2010",0.0536171225077657,0,0,0.0587388061865388
"5297","Sandusky-Ohio","2011",0.180680707354705,0,0,0.0536171225077657
"5298","Sandusky-Ohio","2012",0.853032129121722,1,0,0.180680707354705
"5305","Sarpy-Nebraska","2007",0,0,0,0.250690043361843
"5306","Sarpy-Nebraska","2008",0,0,0,0
"5307","Sarpy-Nebraska","2009",0.000322088801502246,0,0,0
"5308","Sarpy-Nebraska","2010",0.000304354621096404,0,0,0.000322088801502246
"5309","Sarpy-Nebraska","2011",0.00327715776788874,0,0,0.000304354621096404
"5310","Sarpy-Nebraska","2012",0.00696872442914199,0,0,0.00327715776788874
"5311","Sarpy-Nebraska","2013",1.63468316708957,0,0,0.00696872442914199
"5312","Sarpy-Nebraska","2014",2.72543344164075,0,0,1.63468316708957
"5313","Sarpy-Nebraska","2015",1.65213086198437,1,0,2.72543344164075
"5317","Sauk-Wisconsin","2007",0,0,0,1.09900318922746
"5318","Sauk-Wisconsin","2008",0,0,0,0
"5319","Sauk-Wisconsin","2009",0.000648237254863853,0,0,0
"5320","Sauk-Wisconsin","2010",0.000635421998388871,0,0,0.000648237254863853
"5321","Sauk-Wisconsin","2011",0.00413132826573878,0,0,0.000635421998388871
"5322","Sauk-Wisconsin","2012",0.0307706829905767,0,0,0.00413132826573878
"5323","Sauk-Wisconsin","2013",0.0938368104371307,0,0,0.0307706829905767
"5324","Sauk-Wisconsin","2014",0.105449670900715,0,0,0.0938368104371307
"5325","Sauk-Wisconsin","2015",0.811037165346075,0,0,0.105449670900715
"5326","Sauk-Wisconsin","2016",0.0823516464889045,1,0,0.811037165346075
"5341","Schuylkill-Pennsylvania","2007",0,0,0,0.0236807237509064
"5342","Schuylkill-Pennsylvania","2008",0,0,0,0
"5343","Schuylkill-Pennsylvania","2009",0.131157581609953,1,0,0
"5353","Scott-Kentucky","2007",0,0,0,0.109578436943481
"5354","Scott-Kentucky","2008",0,0,0,0
"5355","Scott-Kentucky","2009",0.0176762613829094,0,0,0
"5356","Scott-Kentucky","2010",0.00808680738709168,0,0,0.0176762613829094
"5357","Scott-Kentucky","2011",0.179545397426258,0,0,0.00808680738709168
"5358","Scott-Kentucky","2012",0.76967949163641,0,0,0.179545397426258
"5359","Scott-Kentucky","2013",0.509956182010606,1,0,0.76967949163641
"5365","Scott-Virginia","2007",0,0,0,0.545433356494937
"5366","Scott-Virginia","2008",0,0,0,0
"5367","Scott-Virginia","2009",0.0388522986167019,0,0,0
"5368","Scott-Virginia","2010",0.012816336156814,0,0,0.0388522986167019
"5369","Scott-Virginia","2011",0.938614739767093,1,0,0.012816336156814
"5377","Scurry-Texas","2007",0,0,0,0.856827401392489
"5378","Scurry-Texas","2008",0,0,0,0
"5379","Scurry-Texas","2009",0.000207777619582241,0,0,0
"5380","Scurry-Texas","2010",7.15226028954818e-05,0,0,0.000207777619582241
"5381","Scurry-Texas","2011",0.000712412504400654,0,0,7.15226028954818e-05
"5382","Scurry-Texas","2012",0.0831584190040559,0,0,0.000712412504400654
"5383","Scurry-Texas","2013",0.0639403788280421,0,0,0.0831584190040559
"5384","Scurry-Texas","2014",0.0246132296180417,0,0,0.0639403788280421
"5385","Scurry-Texas","2015",0.004402742955273,0,0,0.0246132296180417
"5386","Scurry-Texas","2016",0.26613107215481,1,0,0.004402742955273
"5389","Searcy-Arkansas","2007",0,0,0,1.34151046796728
"5390","Searcy-Arkansas","2008",0,0,0,0
"5391","Searcy-Arkansas","2009",0.00182627996442926,0,0,0
"5392","Searcy-Arkansas","2010",0.00088926906660666,0,0,0.00182627996442926
"5393","Searcy-Arkansas","2011",0.00993677987036677,0,0,0.00088926906660666
"5394","Searcy-Arkansas","2012",0.00963335801497729,0,0,0.00993677987036677
"5395","Searcy-Arkansas","2013",0.0203511773237573,0,0,0.00963335801497729
"5396","Searcy-Arkansas","2014",0.0312817573334496,1,0,0.0203511773237573
"5401","Sequatchie-Tennessee","2007",0,0,0,0.0934992493486214
"5402","Sequatchie-Tennessee","2008",0,0,0,0
"5403","Sequatchie-Tennessee","2009",0.0668756384006966,0,0,0
"5404","Sequatchie-Tennessee","2010",0.00127959391200778,0,0,0.0668756384006966
"5405","Sequatchie-Tennessee","2011",0.392188786227348,0,0,0.00127959391200778
"5406","Sequatchie-Tennessee","2012",0.271799560406039,1,0,0.392188786227348
"5413","Sequoyah-Oklahoma","2007",0,0,0,0.410754567266737
"5414","Sequoyah-Oklahoma","2008",0,0,0,0
"5415","Sequoyah-Oklahoma","2009",0.000722327697180183,0,0,0
"5416","Sequoyah-Oklahoma","2010",0.000309400956706486,0,0,0.000722327697180183
"5417","Sequoyah-Oklahoma","2011",0.00425431096776353,0,0,0.000309400956706486
"5418","Sequoyah-Oklahoma","2012",0.00514575286998964,0,0,0.00425431096776353
"5419","Sequoyah-Oklahoma","2013",0.00905631483264253,0,0,0.00514575286998964
"5420","Sequoyah-Oklahoma","2014",0.0133615593691339,0,0,0.00905631483264253
"5421","Sequoyah-Oklahoma","2015",0.0180547353878968,0,0,0.0133615593691339
"5422","Sequoyah-Oklahoma","2016",0.0152123047208635,1,0,0.0180547353878968
"5425","Shannon-Missouri","2007",0,0,0,0.189403007616687
"5426","Shannon-Missouri","2008",0,0,0,0
"5427","Shannon-Missouri","2009",0.00266111532726328,1,0,0
"5437","Shelby-Alabama","2007",0,0,0,0.0941248791808242
"5438","Shelby-Alabama","2008",0,0,0,0
"5439","Shelby-Alabama","2009",0.0451128768835727,0,0,0
"5440","Shelby-Alabama","2010",0.00143316749409168,0,0,0.0451128768835727
"5441","Shelby-Alabama","2011",0.0685040720483838,0,0,0.00143316749409168
"5442","Shelby-Alabama","2012",0.108993393386589,0,0,0.0685040720483838
"5443","Shelby-Alabama","2013",0.281813674298891,0,0,0.108993393386589
"5444","Shelby-Alabama","2014",0.556693560003584,0,0,0.281813674298891
"5445","Shelby-Alabama","2015",0.410208536127109,0,0,0.556693560003584
"5446","Shelby-Alabama","2016",0.589203037982815,1,0,0.410208536127109
"5449","Simcoe-Ontario","2007",0,0,0,0.345931632284224
"5450","Simcoe-Ontario","2008",0,0,0,0
"5451","Simcoe-Ontario","2009",0.241680209127148,0,0,0
"5452","Simcoe-Ontario","2010",0.284697087285084,1,0,0.241680209127148
"5461","Smith-Mississippi","2007",0,0,0,0.119917875786211
"5462","Smith-Mississippi","2008",0,0,0,0
"5463","Smith-Mississippi","2009",0.0172673343981195,0,0,0
"5464","Smith-Mississippi","2010",0.000941957288616643,0,0,0.0172673343981195
"5465","Smith-Mississippi","2011",0.0147868864404203,0,0,0.000941957288616643
"5466","Smith-Mississippi","2012",0.0329559604929704,0,0,0.0147868864404203
"5467","Smith-Mississippi","2013",0.0952566514507682,1,0,0.0329559604929704
"5473","Smith-Tennessee","2007",0,0,0,0.136250716094445
"5474","Smith-Tennessee","2008",0,0,0,0
"5475","Smith-Tennessee","2009",0.0175378479636457,0,0,0
"5476","Smith-Tennessee","2010",0.00232561987898352,0,0,0.0175378479636457
"5477","Smith-Tennessee","2011",0.0854288999066641,0,0,0.00232561987898352
"5478","Smith-Tennessee","2012",0.241783373761829,0,0,0.0854288999066641
"5479","Smith-Tennessee","2013",0.298820328761186,1,0,0.241783373761829
"5485","Smyth-Virginia","2007",0,0,0,0.274037357356546
"5486","Smyth-Virginia","2008",0,1,0,0
"5497","Somerset-Pennsylvania","2007",0,0,0,0.551777223546168
"5498","Somerset-Pennsylvania","2008",0,0,0,0
"5499","Somerset-Pennsylvania","2009",0.0915352699584117,0,0,0
"5500","Somerset-Pennsylvania","2010",0.0452191073453225,1,0,0.0915352699584117
"5509","Spartanburg-South Carolina","2007",0,0,0,0.199077583182411
"5510","Spartanburg-South Carolina","2008",0,0,0,0
"5511","Spartanburg-South Carolina","2009",0.0177422670909812,0,0,0
"5512","Spartanburg-South Carolina","2010",0.00456314491833985,0,0,0.0177422670909812
"5513","Spartanburg-South Carolina","2011",0.230605747925747,0,0,0.00456314491833985
"5514","Spartanburg-South Carolina","2012",0.581641739440862,0,0,0.230605747925747
"5515","Spartanburg-South Carolina","2013",0.476545019779183,0,0,0.581641739440862
"5516","Spartanburg-South Carolina","2014",0.488841645738765,0,0,0.476545019779183
"5517","Spartanburg-South Carolina","2015",0.330133477438911,0,0,0.488841645738765
"5518","Spartanburg-South Carolina","2016",0.672496154730519,0,0,0.330133477438911
"5519","Spartanburg-South Carolina","2017",0.405963469427976,1,0,0.672496154730519
"5521","St. Clair-Missouri","2007",0,0,0,0.323952410928209
"5522","St. Clair-Missouri","2008",0,0,0,0
"5523","St. Clair-Missouri","2009",0.000666109233142072,0,0,0
"5524","St. Clair-Missouri","2010",0.000658224828417311,0,0,0.000666109233142072
"5525","St. Clair-Missouri","2011",0.028634555111163,0,0,0.000658224828417311
"5526","St. Clair-Missouri","2012",0.00787605146258708,0,0,0.028634555111163
"5527","St. Clair-Missouri","2013",0.0147653948823296,0,0,0.00787605146258708
"5528","St. Clair-Missouri","2014",0.0219063353877949,0,0,0.0147653948823296
"5529","St. Clair-Missouri","2015",0.0354059038360011,1,0,0.0219063353877949
"5533","St. Croix-Wisconsin","2007",0,0,0,0.0294367232570017
"5534","St. Croix-Wisconsin","2008",0,0,0,0
"5535","St. Croix-Wisconsin","2009",0.000210187279477826,0,0,0
"5536","St. Croix-Wisconsin","2010",0.000204272422372972,0,0,0.000210187279477826
"5537","St. Croix-Wisconsin","2011",0.000971439873092455,0,0,0.000204272422372972
"5538","St. Croix-Wisconsin","2012",0.0500664709750982,0,0,0.000971439873092455
"5539","St. Croix-Wisconsin","2013",0.0114257302543786,0,0,0.0500664709750982
"5540","St. Croix-Wisconsin","2014",0.0376959410381999,0,0,0.0114257302543786
"5541","St. Croix-Wisconsin","2015",0.0691536125819239,0,0,0.0376959410381999
"5542","St. Croix-Wisconsin","2016",0.0839997681240867,1,0,0.0691536125819239
"5545","St. Francois-Missouri","2007",0,0,0,0.0521193619548176
"5546","St. Francois-Missouri","2008",0,0,0,0
"5547","St. Francois-Missouri","2009",0.00285379194475605,0,0,0
"5548","St. Francois-Missouri","2010",0.00766285743175747,0,0,0.00285379194475605
"5549","St. Francois-Missouri","2011",0.0207134270555574,0,0,0.00766285743175747
"5550","St. Francois-Missouri","2012",0.0596267340599397,0,0,0.0207134270555574
"5551","St. Francois-Missouri","2013",0.0881964532297033,0,0,0.0596267340599397
"5552","St. Francois-Missouri","2014",0.108839329137906,1,0,0.0881964532297033
"5557","St. Louis-Minnesota","2007",0,0,0,0.172046245213137
"5558","St. Louis-Minnesota","2008",0,0,0,0
"5559","St. Louis-Minnesota","2009",0.000526373696711611,0,0,0
"5560","St. Louis-Minnesota","2010",0.000525565848700069,0,0,0.000526373696711611
"5561","St. Louis-Minnesota","2011",0.00148723971927642,0,0,0.000525565848700069
"5562","St. Louis-Minnesota","2012",0.359832780236085,0,0,0.00148723971927642
"5563","St. Louis-Minnesota","2013",0.0797802774228628,0,0,0.359832780236085
"5564","St. Louis-Minnesota","2014",0.347053644625598,0,0,0.0797802774228628
"5565","St. Louis-Minnesota","2015",0.43219496424908,1,0,0.347053644625598
"5569","St. Louis-Missouri","2007",0,0,0,0.276676514262562
"5570","St. Louis-Missouri","2008",0,0,0,0
"5571","St. Louis-Missouri","2009",0.0021413508076444,0,0,0
"5572","St. Louis-Missouri","2010",0.00586127181416222,0,0,0.0021413508076444
"5573","St. Louis-Missouri","2011",0.0266511782179623,0,0,0.00586127181416222
"5574","St. Louis-Missouri","2012",0.0586858396047625,0,0,0.0266511782179623
"5575","St. Louis-Missouri","2013",0.0684859273960568,0,0,0.0586858396047625
"5576","St. Louis-Missouri","2014",0.0945162211127224,1,0,0.0684859273960568
"5581","Stanly-North Carolina","2007",0,0,0,0.118836977357248
"5582","Stanly-North Carolina","2008",0,0,0,0
"5583","Stanly-North Carolina","2009",0.0615391523024716,0,0,0
"5584","Stanly-North Carolina","2010",0.0156873577540122,0,0,0.0615391523024716
"5585","Stanly-North Carolina","2011",0.50491849251513,0,0,0.0156873577540122
"5586","Stanly-North Carolina","2012",0.599069102442707,0,0,0.50491849251513
"5587","Stanly-North Carolina","2013",0.678203266487581,0,0,0.599069102442707
"5588","Stanly-North Carolina","2014",0.875231323163472,1,0,0.678203266487581
"5593","Ste. Genevieve-Missouri","2007",0,0,0,0.726837195249193
"5594","Ste. Genevieve-Missouri","2008",0,0,0,0
"5595","Ste. Genevieve-Missouri","2009",0.00321494287943256,0,0,0
"5596","Ste. Genevieve-Missouri","2010",0.0104825394865308,0,0,0.00321494287943256
"5597","Ste. Genevieve-Missouri","2011",0.0236144846879567,0,0,0.0104825394865308
"5598","Ste. Genevieve-Missouri","2012",0.0801052917280225,1,0,0.0236144846879567
"5605","Stewart-Tennessee","2007",0,0,0,0.21946334284785
"5606","Stewart-Tennessee","2008",0,0,0,0
"5607","Stewart-Tennessee","2009",0.0297102776350278,0,0,0
"5608","Stewart-Tennessee","2010",0.015694504471309,0,0,0.0297102776350278
"5609","Stewart-Tennessee","2011",0.0411793978177479,1,0,0.015694504471309
"5617","Stokes-North Carolina","2007",0,0,0,0.491344683515185
"5618","Stokes-North Carolina","2008",0,0,0,0
"5619","Stokes-North Carolina","2009",0.250295199009129,0,0,0
"5620","Stokes-North Carolina","2010",0.0645420248747542,0,0,0.250295199009129
"5621","Stokes-North Carolina","2011",0.227206196396789,0,0,0.0645420248747542
"5622","Stokes-North Carolina","2012",0.810054551303844,0,0,0.227206196396789
"5623","Stokes-North Carolina","2013",0.666250633987308,0,0,0.810054551303844
"5624","Stokes-North Carolina","2014",0.877108797641488,0,0,0.666250633987308
"5625","Stokes-North Carolina","2015",0.687091659120204,0,0,0.877108797641488
"5626","Stokes-North Carolina","2016",0.824287597479116,1,0,0.687091659120204
"5629","Stone-Arkansas","2007",0,0,0,0.710133793381547
"5630","Stone-Arkansas","2008",0,0,0,0
"5631","Stone-Arkansas","2009",0.00305467933225523,0,0,0
"5632","Stone-Arkansas","2010",0.00142257640787579,0,0,0.00305467933225523
"5633","Stone-Arkansas","2011",0.0113110769814805,0,0,0.00142257640787579
"5634","Stone-Arkansas","2012",0.0145736409741353,0,0,0.0113110769814805
"5635","Stone-Arkansas","2013",0.0327982696441872,1,0,0.0145736409741353
"5641","Stone-Missouri","2007",0,0,0,0.086630453600351
"5642","Stone-Missouri","2008",0,0,0,0
"5643","Stone-Missouri","2009",0.000737542302982798,0,0,0
"5644","Stone-Missouri","2010",0.000511366067342086,0,0,0.000737542302982798
"5645","Stone-Missouri","2011",0.0152663926085401,0,0,0.000511366067342086
"5646","Stone-Missouri","2012",0.00570135332891249,0,0,0.0152663926085401
"5647","Stone-Missouri","2013",0.0105278030023159,0,0,0.00570135332891249
"5648","Stone-Missouri","2014",0.0154746078312677,1,0,0.0105278030023159
"5653","Sudbury District (Part 1 Of)-Ontario","2007",0,0,0,0.0493516688565536
"5654","Sudbury District (Part 1 Of)-Ontario","2008",0,0,0,0
"5655","Sudbury District (Part 1 Of)-Ontario","2009",0.0188946909104194,0,0,0
"5656","Sudbury District (Part 1 Of)-Ontario","2010",0.0209247801222808,0,0,0.0188946909104194
"5657","Sudbury District (Part 1 Of)-Ontario","2011",0.0235516555607772,0,0,0.0209247801222808
"5658","Sudbury District (Part 1 Of)-Ontario","2012",0.077393507856557,1,0,0.0235516555607772
"5665","Suffolk-New York","2007",0,0,0,0.835826077482989
"5666","Suffolk-New York","2008",0,0,0,0
"5667","Suffolk-New York","2009",0.0230146418120815,0,0,0
"5668","Suffolk-New York","2010",0.0155271939710486,1,0,0.0230146418120815
"5677","Sullivan-New York","2007",0,1,0,0.0238391816610351
"5689","Sullivan-Pennsylvania","2007",0,0,0,0.0359161636990981
"5690","Sullivan-Pennsylvania","2008",0,0,0,0
"5691","Sullivan-Pennsylvania","2009",0.157759569255273,1,0,0
"5701","Sullivan-Tennessee","2007",0,0,0,0.125315108914866
"5702","Sullivan-Tennessee","2008",0,0,0,0
"5703","Sullivan-Tennessee","2009",0.0455897123064858,1,0,0
"5713","Summit-Ohio","2007",0,0,0,0.662213050921982
"5714","Summit-Ohio","2008",0,0,0,0
"5715","Summit-Ohio","2009",0.0508196956116383,0,0,0
"5716","Summit-Ohio","2010",0.0474095056203982,0,0,0.0508196956116383
"5717","Summit-Ohio","2011",0.175883232940242,1,0,0.0474095056203982
"5725","Sumner-Tennessee","2007",0,0,0,0.332276779252727
"5726","Sumner-Tennessee","2008",0,0,0,0
"5727","Sumner-Tennessee","2009",0.0196329745711186,0,0,0
"5728","Sumner-Tennessee","2010",0.00424223724925146,0,0,0.0196329745711186
"5729","Sumner-Tennessee","2011",0.0719023593044827,0,0,0.00424223724925146
"5730","Sumner-Tennessee","2012",0.213081242951073,0,0,0.0719023593044827
"5731","Sumner-Tennessee","2013",0.308205341982354,1,0,0.213081242951073
"5737","Sutton-Texas","2007",0,0,0,0.314915346118519
"5738","Sutton-Texas","2008",0,0,0,0
"5739","Sutton-Texas","2009",0.000109738231222872,0,0,0
"5740","Sutton-Texas","2010",3.05658861905845e-05,0,0,0.000109738231222872
"5741","Sutton-Texas","2011",0.000297684964615732,0,0,3.05658861905845e-05
"5742","Sutton-Texas","2012",0.266857907622928,0,0,0.000297684964615732
"5743","Sutton-Texas","2013",0.2007902118945,0,0,0.266857907622928
"5744","Sutton-Texas","2014",0.0683864470780628,0,0,0.2007902118945
"5745","Sutton-Texas","2015",0.00187384507197672,0,0,0.0683864470780628
"5746","Sutton-Texas","2016",0.0139000504535213,0,0,0.00187384507197672
"5747","Sutton-Texas","2017",0.0376020697934043,0,0,0.0139000504535213
"5748","Sutton-Texas","2018",0.161528858088955,1,0,0.0376020697934043
"5749","Swain-North Carolina","2007",0,0,0,0.161528858088955
"5750","Swain-North Carolina","2008",0,0,0,0
"5751","Swain-North Carolina","2009",0.0176625069553918,0,0,0
"5752","Swain-North Carolina","2010",0.00308645802618688,0,0,0.0176625069553918
"5753","Swain-North Carolina","2011",0.298522710039548,0,0,0.00308645802618688
"5754","Swain-North Carolina","2012",1.18093553907866,1,0,0.298522710039548
"5761","Taney-Missouri","2007",0,0,0,1.2010326621774
"5762","Taney-Missouri","2008",0,0,0,0
"5763","Taney-Missouri","2009",0.000942584728468802,0,0,0
"5764","Taney-Missouri","2010",0.000654698797486916,0,0,0.000942584728468802
"5765","Taney-Missouri","2011",0.0171329169528663,0,0,0.000654698797486916
"5766","Taney-Missouri","2012",0.0069291489248029,0,0,0.0171329169528663
"5767","Taney-Missouri","2013",0.0129897342779508,0,0,0.0069291489248029
"5768","Taney-Missouri","2014",0.018990571903188,0,0,0.0129897342779508
"5769","Taney-Missouri","2015",0.0354019146718604,1,0,0.018990571903188
"5773","Tazewell-Virginia","2007",0,0,0,0.0499006491322948
"5774","Tazewell-Virginia","2008",0,0,0,0
"5775","Tazewell-Virginia","2009",0.207965667749658,1,0,0
"5785","Texas-Missouri","2007",0,0,0,0.589416861896018
"5786","Texas-Missouri","2008",0,0,0,0
"5787","Texas-Missouri","2009",0.00156659307601732,0,0,0
"5788","Texas-Missouri","2010",0.00180594648922739,0,0,0.00156659307601732
"5789","Texas-Missouri","2011",0.045508338928293,0,0,0.00180594648922739
"5790","Texas-Missouri","2012",0.0164470100668623,0,0,0.045508338928293
"5791","Texas-Missouri","2013",0.0282109678097867,0,0,0.0164470100668623
"5792","Texas-Missouri","2014",0.038038858677635,1,0,0.0282109678097867
"5797","Thunder Bay District (Part 1 Of)-Ontario","2007",0,0,0,0.0549773558294898
"5798","Thunder Bay District (Part 1 Of)-Ontario","2008",0,0,0,0
"5799","Thunder Bay District (Part 1 Of)-Ontario","2009",0.00227563897223193,0,0,0
"5800","Thunder Bay District (Part 1 Of)-Ontario","2010",0.00243073435114081,0,0,0.00227563897223193
"5801","Thunder Bay District (Part 1 Of)-Ontario","2011",0.00379426448185469,0,0,0.00243073435114081
"5802","Thunder Bay District (Part 1 Of)-Ontario","2012",0.354365195641609,0,0,0.00379426448185469
"5803","Thunder Bay District (Part 1 Of)-Ontario","2013",0.110285941796807,1,0,0.354365195641609
"5809","Thunder Bay District (Part 2 Of)-Ontario","2007",0,0,0,0.271956115453497
"5810","Thunder Bay District (Part 2 Of)-Ontario","2008",0,0,0,0
"5811","Thunder Bay District (Part 2 Of)-Ontario","2009",0.00132907704239679,0,0,0
"5812","Thunder Bay District (Part 2 Of)-Ontario","2010",0.00138031222782455,0,0,0.00132907704239679
"5813","Thunder Bay District (Part 2 Of)-Ontario","2011",0.00278073950090122,0,0,0.00138031222782455
"5814","Thunder Bay District (Part 2 Of)-Ontario","2012",0.451501165092153,0,0,0.00278073950090122
"5815","Thunder Bay District (Part 2 Of)-Ontario","2013",0.0464707422672131,0,0,0.451501165092153
"5816","Thunder Bay District (Part 2 Of)-Ontario","2014",0.223543807968023,1,0,0.0464707422672131
"5821","Thunder Bay District (Part 3 Of)-Ontario","2007",0,0,0,0.526926349098333
"5822","Thunder Bay District (Part 3 Of)-Ontario","2008",0,0,0,0
"5823","Thunder Bay District (Part 3 Of)-Ontario","2009",0.00138553644757916,0,0,0
"5824","Thunder Bay District (Part 3 Of)-Ontario","2010",0.00147009129238799,0,0,0.00138553644757916
"5825","Thunder Bay District (Part 3 Of)-Ontario","2011",0.00241224125755401,0,0,0.00147009129238799
"5826","Thunder Bay District (Part 3 Of)-Ontario","2012",0.393416799859472,0,0,0.00241224125755401
"5827","Thunder Bay District (Part 3 Of)-Ontario","2013",0.130072681080584,0,0,0.393416799859472
"5828","Thunder Bay District (Part 3 Of)-Ontario","2014",0.63487471010894,1,0,0.130072681080584
"5833","Thunder Bay District (Part 4 of)-Ontario","2007",0,0,0,0.214965881407611
"5834","Thunder Bay District (Part 4 of)-Ontario","2008",0,0,0,0
"5835","Thunder Bay District (Part 4 of)-Ontario","2009",0.00131673684268628,0,0,0
"5836","Thunder Bay District (Part 4 of)-Ontario","2010",0.00138639711139067,0,0,0.00131673684268628
"5837","Thunder Bay District (Part 4 of)-Ontario","2011",0.00243430573482186,0,0,0.00138639711139067
"5838","Thunder Bay District (Part 4 of)-Ontario","2012",0.902870733003517,0,0,0.00243430573482186
"5839","Thunder Bay District (Part 4 of)-Ontario","2013",0.315316643477613,0,0,0.902870733003517
"5840","Thunder Bay District (Part 4 of)-Ontario","2014",1.45702150692945,1,0,0.315316643477613
"5845","Timiskaming District-Ontario","2007",0,0,0,0.364900472455467
"5846","Timiskaming District-Ontario","2008",0,0,0,0
"5847","Timiskaming District-Ontario","2009",0.0358161646181472,1,0,0
"5857","Tioga-Pennsylvania","2007",0,0,0,0.262047383040784
"5858","Tioga-Pennsylvania","2008",0,0,0,0
"5859","Tioga-Pennsylvania","2009",0.326003456755714,1,0,0
"5869","Transylvania-North Carolina","2007",0,0,0,0.247942507880949
"5870","Transylvania-North Carolina","2008",0,0,0,0
"5871","Transylvania-North Carolina","2009",0.0152387653468958,0,0,0
"5872","Transylvania-North Carolina","2010",0.00349123927017641,1,0,0.0152387653468958
"5881","Trigg-Kentucky","2007",0,0,0,0.473299417990819
"5882","Trigg-Kentucky","2008",0,0,0,0
